FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
151,2025,7,977255,14470013,2100,C,F,F,W,F,256,0,0.27,9.5,0,99.9,12.2,437.457,SR 52/SCHRADER M HWY,SR 589 NB,14,Pasco,8,437.456999109248
152,2025,7,149058,14000135,4900,C,F,F,F,F,353,0,0.061,9,0,55.7,7.2,103.4328,GALL BLVD,6 ST,14,Pasco,7,103.432789575634
153,2025,1,017031,01075315,5500,S,F,F,W,F,523,0,0.311,9,0,99.9,9.5,478.989,I-75 / SR 93 NB,CR 776/HARBORVIEW RD,01,Charlotte,1,478.989024470255
154,2025,5,702057,70225102,500,S,F,F,W,2,47,0,0.19,9.5,0,99.9,9.3,307.9259,CR-5A/STUCKWAY RD,I-95 NB,70,Brevard,5,307.925891614537
155,2025,5,700008,70160000,16700,F,F,F,F,2,1820,0,2.143,9,0,54.8,10.9,3454.5768,CHENEY HWY,FOX LAKE RD,70,Brevard,5,3454.57680867575
156,2025,7,149050,14000074,3700,C,F,F,F,F,266,0,1.247,9,0,55.7,7.2,2008.4347,CR77/REGENCY PARK BL,CR-1/LITTLE RD,14,Pasco,7,2008.43469118745
157,2025,1,014445,01000087,3600,S,F,F,F,F,1836,0,2.7,9,0,53.1,51,4394.051,SR 776,CHAMBERLAIN BLVD,01,Charlotte,1,4394.05098996134
158,2025,5,702006,70220119,14500,S,F,F,W,2,464,0,0.295,9,0,99.9,3.2,475.5846,I-95 SB,CR-516,70,Brevard,5,475.584556806636
159,2025,2,385019,38030000,5500,C,F,F,F,F,517,0.26,0.425,9,0,55.6,9.4,265.7159,S FAULKNER ST,US-221/SR-55 /JEFFER,38,Taylor,2,265.715878700974
160,2025,5,705173,70008000,17200,F,F,F,F,2,619,1.908,2.778,9,0,54.8,3.6,1399.2615,DESOTO PKWY,FOUNTAIN BLVD,70,Brevard,5,1399.26148100718
161,2025,7,145100,14030020,16400,C,F,F,F,A,968,0,0.859,9,0,55.7,5.9,1384.821,PINELLAS/PASCO CO LN,US-19 / SR-55,14,Pasco,7,1384.82101805188
162,2025,1,014104,01560000,10900,S,F,F,F,2,1068,0,3.571,9,0,53.1,9.8,5746.2262,SR-45/US-41,I-75 NB OFRMP,01,Charlotte,1,5746.22620366836
163,2025,5,708133,70670500,10800,S,F,F,F,2,432,0,3.758,9,0,54.8,4,6044.8662,US-192/FIFTH AVE,SR-518,70,Brevard,5,6044.86623139892
164,2025,7,142704,14140004,8000,E,F,F,W,F,448,0,0.246,8,0,99.9,5.6,399.3126,FROM CR-54 WB,I-75/SR-93 NB,14,Pasco,7,399.312595715898
165,2025,7,149020,14000120,11000,E,F,F,F,F,792,0,1.936,9,0,55.7,7.2,3115.6577,LAND O LAKES BLVD,BLUE MIST PKWY,14,Pasco,7,3115.65769652959
166,2025,1,010036,01075000,81500,C,F,F,F,A,13285,15.09,17.896,9,0,52.5,16.3,4524.7458,Bridge No-010076,Bridge No-010059,01,Charlotte,1,4524.74580374253
167,2025,5,778097,77000241,3600,F,F,F,F,F,299,0,1.626,9,0,53.3,8.3,2615.105,ORANOLE RD,SR 436/E ALTAMONTE,77,Seminole,5,2615.10499552565
168,2025,5,701007,70100000,24000,F,F,F,F,1,1248,11.462,13.013,9,0,54.8,5.2,2496.6917,N/A,S BANANA RIVER DR,70,Brevard,5,2496.69173702056
169,2025,5,700370,70070000,59332,C,A,A,A,A,4687,5.627,8.292,9,0,53.9,7.9,4287.8489,N/A,N/A,70,Brevard,5,4287.84889145678
170,2025,7,970600,02470000,11000,C,D,D,D,F,1342,0,4.329,9.5,0,56.2,12.2,6966.6935,HERNANDO COUNTY LINE,N/A,02,Citrus,8,6966.69353239294
171,2025,1,014153,01000065,850,S,F,F,F,2,77,0,1.953,9,0,53.1,9,3128.8118,AIRPORT RD,E MARION AVE,01,Charlotte,1,3128.81176868651
172,2025,2,380028,38020000,5500,C,F,F,F,F,578,5.351,17.387,9.5,0,55.6,10.5,19372.6555,CR-361/PISGAH RD,MADISON CO LINE,38,Taylor,2,19372.6555376667
173,2025,3,465012,46000004,6500,C,F,F,F,F,709,0,1.784,9,0,55,10.9,2883.7188,SR-390,MAINE AVE,46,Bay,3,2883.71882545207
174,2025,7,149054,14000219,5300,C,F,F,F,F,382,0,0.745,9,0,55.7,7.2,1205.9184,SR 54,CHANCEY RD,14,Pasco,7,1205.91843519244
175,2025,5,708126,70580501,7400,F,F,F,F,F,326,0,1.39,9,0,54.8,4.4,2236.9847,SR-520,LUCAS RD,70,Brevard,5,2236.98465843345
176,2025,7,145105,14090000,14600,C,F,F,F,F,715,19.334,20.286,9,0,55.7,4.9,1531.8633,N/A,US-301 / SR-41 / GAL,14,Pasco,7,1531.86331987432
177,2025,7,149070,14000095,3500,C,F,F,F,F,252,0.763,1.501,9,0,55.7,7.2,1188.8335,MENTMORE BLVD,BUD BEXLEY PKWY,14,Pasco,7,1188.83354480663
178,2025,1,010041,01030000,7000,C,F,F,F,A,3962,12.133,18.397,9.5,0,53.4,56.6,10072.3181,CR-74,DESOTO CO  LINE,01,Charlotte,1,10072.3180681226
179,2025,7,029010,02000015,1400,E,F,F,F,F,127,0,2.878,9.5,0,52.8,9.1,4645.5521,US-19 / US-98 / SR-5,CR-495 / N CITRUS AV,02,Citrus,7,4645.55213126474
180,2025,5,708131,70640500,11100,F,F,F,F,F,488,0,2.637,9,0,54.8,4.4,4252.2834,KNOX MCRAE DR,US 1,70,Brevard,5,4252.28338737249
181,2025,7,140094,14140000,71500,X,F,F,F,F,4004,18.885,20.352,10.5,0,54.1,5.6,2363.4509,14140009 SB ON,HERNANDO CO LINE,14,Pasco,7,2363.45089357396
182,2025,7,146051,14000116,11500,E,F,F,F,F,644,0.162,0.989,9,0,55.7,5.6,1330.323,US-301/GALL BLVD,DAUGHTERY RD,14,Pasco,7,1330.3229615891
183,2025,5,778118,77000401,13100,F,F,F,F,F,983,0,0.17,9,0,53.3,7.5,266.857,US-17/US-92,SEMINOLA BLVD,77,Seminole,5,266.857028914997
184,2025,5,705153,70100000,18400,F,F,F,F,2,515,16.163,16.316,9,0,54.8,2.8,246.2747,BELT RD,N ATLANTIC AVE,70,Brevard,5,246.274683182082
185,2025,5,700434,70070002,20000,F,F,F,F,1,960,0,0.381,9,0,54.8,4.8,612.6786,SR-524,ACCESS FENCE LINE,70,Brevard,5,612.678555181431
186,2025,7,029037,02080000,17800,C,F,F,F,F,1620,0,25.621,9,0,52.8,9.1,41210.5804,W HONEYBEE LN,CARL G ROSE HWY,02,Citrus,7,41210.5803812029
187,2025,1,014167,01000071,1850,S,F,F,F,2,216,0,1.07,9,0,53.1,11.7,1729.3646,CR 765/BURNT STORE,TAYLOR RD/CR 765A,01,Charlotte,1,1729.36462857303
188,2025,2,379138,37540000,1000,S,F,F,F,F,50,7.321,26.23,9.5,0,56.1,5,30440.4955,216TH ST,CR-136 E,37,Suwannee,2,30440.4955095945
189,2025,3,465166,46000009,3800,C,F,F,F,F,414,0,1.506,9,0,55,10.9,2426.9456,US-98B/SR-30/6TH ST,COVE BLVD,46,Bay,3,2426.94557888585
190,2025,7,146023,14000213,9500,C,F,F,F,F,561,0,3.077,9,0,55.7,5.9,5013.784,GUNN HWY,STARKEY BLVD,14,Pasco,7,5013.7840187895
191,2025,5,708150,70540000,7800,F,F,F,F,2,382,0,0.414,9,0,54.8,4.9,664.2833,N CARPENTER RD,N/A,70,Brevard,5,664.283251413711
192,2025,7,140107,14120000,39000,C,F,F,F,A,2340,2.012,3.028,9,0,55.7,6,1634.847,CR-1/LITTLE RD,INDIAN DR,14,Pasco,7,1634.84701687652
193,2025,2,379121,37000042,1500,V,F,F,F,F,75,0,3.525,9.5,0,56.1,5,5672.2752,CR-49,CR-137,37,Suwannee,2,5672.27523772278
194,2025,1,010050,01010000,55000,F,F,F,F,1,2255,21.055,21.537,9,0,53.3,4.1,775.2278,COCHRAN BLVD,MURDOCK CIR,01,Charlotte,1,775.227755463045
195,2025,6,876246,87260397,13000,C,F,F,W,A,1950,0,0.13,8,0,99.9,15,207.7644,SR-934/NW 74 ST,SR-826/PALMETTO,87,Miami-Dade,6,207.764391866041
196,2025,5,702046,70225089,5900,S,F,F,W,2,289,0,0.21,9.5,0,99.9,4.9,340.0064,I-95 SB,SR-50 WB,70,Brevard,5,340.006422592094
197,2025,2,399106,39520000,2400,X,F,F,F,F,218,0,2.775,9.5,0,52.3,9.1,4466.6798,BRADFORD CO LINE,SW 73 ST,39,Union,2,4466.67982516129
198,2025,5,705197,70030101,13500,S,F,F,W,2,1458,0.892,1.397,9,0,99.9,10.8,805.6679,SOUTH ST,GRACE ST,70,Brevard,5,805.667941862619
199,2025,7,021008,02040002,9500,C,F,F,F,F,808,0,0.024,9,0,52.8,8.5,47.3624,N FLORIDA AVE,SR-200/N CARL G ROSE,02,Citrus,7,47.3623570758293
200,2025,1,014426,01000007,17400,S,F,F,F,F,8874,0,1.517,9,0,53.1,51,2441.4878,US-41/SR-45,I-75 OFF RMP,01,Charlotte,1,2441.48782413685
201,2025,2,374409,37120011,2600,C,F,F,W,F,699,0,0.236,9.5,0,99.9,26.9,375.6738,I-10 WB,US-129/SR-51,37,Suwannee,2,375.673777012325
202,2025,7,145119,14571000,49000,C,F,F,F,A,5439,0,2.945,9,0,55.7,11.1,4736.0399,CR-587/GUNN HWY,CROSSINGS BLVD,14,Pasco,7,4736.03994892494
203,2025,7,149085,14000169,8400,C,F,F,F,F,605,0,0.484,9,0,55.7,7.2,791.8874,EDWARD CT,ST LEO UNI APT,14,Pasco,7,791.887385974836
204,2025,7,020259,02050000,27000,C,F,F,F,A,3267,7.31,11.514,9,0,52.8,12.1,6768.2693,CR-491/S LECANTO HWY,S TRAIL 13,02,Citrus,7,6768.2692893248
205,2025,5,970336,70470000,69000,C,F,F,F,F,13869,0,0.815,10.5,0,56.2,20.1,1311.1156,ORANGE CO LINE,N/A,70,Brevard,8,1311.11561699945
206,2025,5,700420,70120004,19600,S,F,F,F,2,1137,0.394,1.925,9,0,54.8,5.8,2462.8623,SARNO RD,WICKHAM RD,70,Brevard,5,2462.86229652067
207,2025,7,140026,14090000,17300,C,F,F,F,F,1592,16.075,18.817,9,0,55.7,9.2,4412.043,CR-579/MORRIS BRG RD,ALLEN RD,14,Pasco,7,4412.0429869918
208,2025,7,149056,14000081,10900,C,F,F,F,F,785,1.875,7.418,9,0,55.7,7.2,8919.741,YONKERS BLVD,CR-35A/MELROSE AVE,14,Pasco,7,8919.74101252888
209,2025,1,014456,01000537,4400,C,F,F,F,F,2244,0,1.918,9,0,53.1,51,3086.2889,BOUNDARY BLVD,WILLINGTON BLVD,01,Charlotte,1,3086.28890907735
210,2025,5,702029,70225076,3100,S,F,F,W,2,233,0,0.201,9,0,99.9,7.5,325.9044,SR-524 WB,I-95 NB,70,Brevard,5,325.904356913963
211,2025,2,389127,38650000,2900,S,F,F,F,F,116,0,0.507,9.5,0,55.6,4,816.4839,BEG BRG,CENTRAL AVE NE,38,Taylor,2,816.483883391319
212,2025,5,705125,70020000,25500,F,F,F,F,F,1250,20.999,21.989,9,0,54.8,4.9,1592.7596,SR-520,N/A,70,Brevard,5,1592.75961570907
213,2025,7,145502,14050000,24000,C,F,F,F,A,1584,6.862,9.103,9,0,55.7,6.6,3605.3643,DAUGHTERY RD,WIRE RD,14,Pasco,7,3605.36431361438
214,2025,7,029014,02000041,7900,E,F,F,F,F,719,0,0.455,9,0,52.8,9.1,735.3384,CYPRESS CIR,CYPRESS BLVD E,02,Citrus,7,735.338405063366
215,2025,5,777004,77000061,11700,F,F,F,F,1,1427,1.096,2.971,9,0,53.3,12.2,3022.1778,N & S HUNT CLUB BLVD,SR 434,77,Seminole,5,3022.17776806858
216,2025,2,290140,37030000,6100,C,F,F,F,F,519,4.138,8.623,9.5,0,54.8,8.5,7212.2505,N/A,COLUMBIA CO LINE,37,Suwannee,2,7212.25052317508
217,2025,7,145310,14150000,700,E,F,F,F,F,90,0,2.241,9.5,0,55.7,12.8,3562.8995,US-301 / SR-35,HERNANDO CO LINE,14,Pasco,7,3562.89945185466
218,2025,7,149037,14000140,8600,C,F,F,F,F,619,0,0.563,9,0,55.7,7.2,903.5659,SEA FOREST DR,US-19,14,Pasco,7,903.565872253952
219,2025,1,017004,01075304,5000,C,F,F,W,F,795,0,0.261,10.5,0,99.9,15.9,421.5512,I-75 / SR 93 SB,CR762 TUCKERS GRD WB,01,Charlotte,1,421.551239460102
220,2025,5,778106,77000251,2850,F,F,F,F,1,465,0,1.226,9,0,53.3,16.3,1972.047,SR 434,RANGELINE RD,77,Seminole,5,1972.0469834464
221,2025,5,700013,70100000,29000,F,F,F,F,F,2088,9.955,11.462,9,0,54.8,7.2,2425.7851,SR-520 WB,N/A,70,Brevard,5,2425.78510332545
222,2025,7,149048,14000208,2400,X,F,F,F,F,173,0,0.397,9,0,55.7,7.2,639.407,MOSSY OAK CIR,CR-54 / WESLEY CHAPE,14,Pasco,7,639.407045831932
223,2025,5,707089,70520000,36500,F,F,F,F,1,1314,4.025,5.514,9,0,54.8,3.6,2398.7321,N/A,US-192,70,Brevard,5,2398.73211791248
224,2025,7,145308,14110000,20000,C,F,F,F,F,2160,0,2.742,9,0,55.7,10.8,4412.6617,HILLSBOROUGH CO LINE,CR-535/CHANCEY RD,14,Pasco,7,4412.66170268948
225,2025,7,149063,14000101,1850,C,F,F,F,F,133,0,1.314,9,0,55.7,7.2,2115.0395,CR-77/ROWAN RD,TROUBLE CREEK RD,14,Pasco,7,2115.03945647307
226,2025,1,010049,01010000,42000,E,F,F,F,F,2184,21.888,23.065,9,0,53.3,5.2,1893.1125,VETERANS BLVD,TOLEDO BLADE BLVD,01,Charlotte,1,1893.11248262296
227,2025,6,876258,87260354,8500,C,F,F,W,A,442,0,0.046,8,0,99.9,5.2,74.6008,NW 77 AVE,SB SR-826,87,Miami-Dade,6,74.6007974136322
228,2025,5,702135,70220173,1500,S,F,F,W,2,78,0,0.266,9.5,0,99.9,5.2,427.9242,I-95 OFF RAMP,ST JOHNS HERITAGE PW,70,Brevard,5,427.924162698507
229,2025,2,389297,38560000,850,C,F,F,F,F,34,0,7.238,9.5,0,55.6,4,11649.4469,US-19/US-27,US-221/SR-55,38,Taylor,2,11649.4469103446
230,2025,5,705064,70020000,34000,F,F,F,F,1,1802,21.989,24.359,9,0,54.8,5.3,3812.6941,N/A,N/A,70,Brevard,5,3812.69406206418
231,2025,1,014152,01000016,8700,S,F,F,F,F,1418,0.438,2.282,9,0,53.1,16.3,2971.2199,OLIPHANT LN,US 17/E MARION AVE,01,Charlotte,1,2971.21987599339
232,2025,2,379128,37503000,500,T,F,F,F,F,25,0,14.446,9.5,0,56.1,5,23232.8802,US-90/SR10,US-129/SR-51,37,Suwannee,2,23232.8801999161
233,2025,7,149090,14540000,4900,X,F,F,F,F,353,0,8.004,9,0,55.7,7.2,12868.1639,SR-52,HERNANDO CO LINE,14,Pasco,7,12868.1638649975
234,2025,7,149041,14000174,2900,V,F,F,F,F,209,0,0.503,9,0,55.7,7.2,815.2715,US-19 / SR-55,GREYLOCK LA,14,Pasco,7,815.271480986884
235,2025,7,020250,02030000,11000,X,F,F,F,F,1485,20.742,25.107,9.5,0,52.8,13.5,7027.1556,N/A,LEVY CO LINE,02,Citrus,7,7027.15562439777
236,2025,5,970223,70471000,10553,C,A,A,A,A,1108,0.837,4.33,10.5,0,54.1,10.5,5624.2553,70471001 SB OFF,Bridge No-700091,70,Brevard,8,5624.25531025299
237,2025,5,707076,70160001,7600,C,F,F,F,A,258,0,0.332,9,0,54.8,3.4,534.3556,WASHINGTON AVE,N/A,70,Brevard,5,534.355598908773
238,2025,7,145031,14050000,19400,C,F,F,F,A,2231,5.74,5.834,9,0,55.7,11.5,151.3038,6 ST,NORTH AVE,14,Pasco,7,151.30375531057
239,2025,7,159002,15000004,6500,X,F,F,F,F,455,0,1.444,9,0,54.3,7,2325.1624,GULF RD,N-S PINELLAS AVE,15,Pinellas,7,2325.16237383902
240,2025,1,014455,01000532,3800,C,F,F,F,F,1938,0,2.979,9,0,53.1,51,4813.2762,HARBORVIEW RD,DEEP CREEK BLVD,01,Charlotte,1,4813.27615810775
241,2025,5,702137,70220134,7300,S,F,F,W,2,650,0,0.198,9,0,99.9,8.9,317.0951,VIERA BLVD OFF RAMP,SR 9 NB ON RAMP,70,Brevard,5,317.095120934824
242,2025,2,385020,38030000,4900,C,F,F,F,A,461,0,0.26,9,0,55.6,9.4,418.6599,US-19/27A/98/SR-30,S FAULKNER ST,38,Taylor,2,418.659881435248
243,2025,5,705018,70010000,37500,F,F,F,F,1,2288,16.659,17.198,9,0,54.8,6.1,867.2789,W H JACKSON ST,NEW HAVEN AVE,70,Brevard,5,867.278874213651
244,2025,7,140060,14030000,61000,C,F,F,F,A,6344,3.028,4.176,9,0,55.7,10.4,1846.7272,SR-54,N/A,14,Pasco,7,1846.72716762305
245,2025,7,029032,02000037,2200,C,F,F,F,F,200,0,1.503,9,0,52.8,9.1,2414.6322,N FLORIDA AVE,N WHEATON PT,02,Citrus,7,2414.6321807537
246,2025,5,777002,77000049,3900,F,F,F,F,1,55,0,1.935,9,0,53.3,1.4,3113.4721,HOWELL BRANCH RD,DODD RD,77,Seminole,5,3113.47208714161
247,2025,6,876259,87260355,18000,C,F,F,W,A,1494,0,0.155,8,0,99.9,8.3,249.3338,SR-826/PALMETTO,SR-932/NW 103 ST,87,Miami-Dade,6,249.333762631734
248,2025,5,702133,70220172,2100,S,F,F,W,2,145,0,0.336,9.5,0,99.9,6.9,540.3939,ST JOHNS HERITAGE PW,I-95 NB ON RAMP,70,Brevard,5,540.393905027746
249,2025,2,389116,38540001,20,V,F,F,F,F,1,0,0.479,9.5,0,55.6,4,761.6482,JABO CAMP,ADAMS BCH RD,38,Taylor,2,761.648240792761
250,2025,5,705027,70020000,55500,F,F,F,F,1,2109,3.551,4.068,9,0,54.8,3.8,831.7,CR-5054/SARNO RD,SR-518/MONTREAL AVE,70,Brevard,5,831.69996211235
251,2025,1,014170,01000019,8800,S,F,F,F,F,4488,0,2.276,9,0,53.1,51,3657.987,CORONADO DR,US41/SR45/TAMIAMI TR,01,Charlotte,1,3657.98698933921
252,2025,2,370024,37070000,3700,C,F,F,F,A,522,0,2.755,9.5,0,56.1,14.1,4433.0318,GILCHRIST CO LINE,US-27/SR-20,37,Suwannee,2,4433.03177017209
253,2025,7,149092,14560000,10500,C,F,F,F,F,756,0,1.02,9,0,55.7,7.2,1644.8349,LAND O LAKES BLVD,PARKWAY BLVD,14,Pasco,7,1644.83485921102
254,2025,7,146009,14000179,950,X,F,F,F,F,144,0,0.039,9,0,55.7,15.2,63.0944,ALSTON AVE,MEADOWOOD LOOP,14,Pasco,7,63.0944436277944
255,2025,7,020025,02010001,31000,C,F,F,F,A,3286,0,0.066,9,0,52.8,10.6,104.6662,US-41 / SR-45,US-41 / SR-45,02,Citrus,7,104.666192214954
256,2025,5,707079,70501000,4100,C,F,F,F,A,107,4.617,7.325,9,0,54.8,2.6,4360.2297,BARNES BLVD,BARTON BLVD,70,Brevard,5,4360.22966036658
257,2025,5,707076,70160001,7600,C,F,F,F,A,258,1.114,2.25,9,0,54.8,3.4,1828.2873,PARRISH PARK ENT,N/A,70,Brevard,5,1828.28733398233
258,2025,7,142709,14070015,6000,E,F,F,W,F,336,0,0.028,9.5,0,99.9,5.6,45.2317,US-98/SR-35/SR-700,N/A,14,Pasco,7,45.2317318937674
259,2025,7,159220,15000014,7500,C,F,F,W,F,525,0,0.208,9,0,99.9,7,334.6237,CR-611 / MCMULLEN BO,TAMPA RD WB,15,Pinellas,7,334.623741205076
260,2025,1,014471,01000178,4100,X,F,F,F,F,2091,0,1.354,9,0,53.1,51,2194.7671,DAVID BLVD,GASPARILLA RD,01,Charlotte,1,2194.76706632146
261,2025,5,702020,70220067,7700,S,F,F,W,2,655,0,0.207,9,0,99.9,8.5,328.4665,I-95 NB OFF RAMP,SR-519/FISKE BLVD,70,Brevard,5,328.466510463945
262,2025,2,380029,38030000,4100,C,F,F,F,F,385,1.647,3.512,9,0,55.6,9.4,3003.0095,SPRING HILL RD,FOLEY CUT OFF,38,Taylor,2,3003.00951528173
263,2025,5,702124,70004024,10500,T,F,F,W,F,452,0,0.178,9,0,99.9,4.3,282.14,SR-404,N/A,70,Brevard,5,282.140047955353
264,2025,7,145022,14030000,57000,C,F,F,F,A,3933,4.658,7.71,9,0,55.7,6.9,4909.7044,GULF DR,CR-524/RIDGE RD,14,Pasco,7,4909.70438773925
265,2025,7,029031,02000036,1600,C,F,F,F,F,146,0,1.253,9,0,52.8,9.1,2015.4411,S CROFT AVE,N INDEPENDENCE HWY,02,Citrus,7,2015.44113502959
266,2025,5,778018,77000055,7000,F,F,F,F,F,700,0,0.53,9,0,53.3,10,853.5989,SR 15 / SR 600,OXFORD RD,77,Seminole,5,853.598895873336
267,2025,2,375014,37060000,9400,C,F,F,F,F,790,17.47,17.994,9,0,56.1,8.4,843.2378,S WALKER AVE,US-129/SR-249,37,Suwannee,2,843.237756022026
268,2025,7,142702,14140026,4000,E,F,F,W,F,224,0,0.32,8,0,99.9,5.6,517.701,I-75/SR-93 SB,N/A,14,Pasco,7,517.700957020581
269,2025,7,149037,14000144,8600,C,F,F,F,F,619,0,0.419,9,0,55.7,7.2,673.8093,SEA FOREST DR,US-19,14,Pasco,7,673.809310709867
270,2025,1,017023,01075314,9000,C,F,F,W,F,1431,0,0.213,9,0,99.9,15.9,351.0331,US 17 / SR 35 EB,I-75 / SR 93 NB,01,Charlotte,1,351.033077232805
271,2025,5,778105,77000250,2900,F,F,F,F,F,241,0,1.423,9,0,53.3,8.3,2288.6518,MILWEE ST,17-92,77,Seminole,5,2288.65179434824
272,2025,5,704003,70080111,3900,T,F,F,W,F,172,0,0.049,9,0,99.9,4.4,78.7832,RAMP 70080004,RAMP 70080120,70,Brevard,5,78.7831969870219
273,2025,7,149051,14000075,3600,R,F,F,F,F,259,0,1.405,9,0,55.7,7.2,2279.6483,US-19/SR-55,GORE @ US-19/SR-55 N,14,Pasco,7,2279.64826477414
274,2025,1,014282,01000102,28000,S,F,F,F,2,2996,0,3.445,9,0,53.1,10.7,5536.3018,SR-45/US-41,HARBOR BLVD,01,Charlotte,1,5536.30184287784
275,2025,2,379140,37560000,1100,S,F,F,F,F,55,0,18.955,9.5,0,56.1,5,30503.8726,US-129/SR-249,SR-51,37,Suwannee,2,30503.872648883
276,2025,7,145508,14610000,28000,C,F,F,F,A,2772,1.004,2.626,9,0,55.7,9.9,2605.4618,SR-56,CHANCEY RD,14,Pasco,7,2605.46184285364
277,2025,7,149048,14000200,2400,X,F,F,F,F,173,0,1.18,9,0,55.7,7.2,1905.0475,LAND O LAKES BLVD,DRAYCOTT WAY,14,Pasco,7,1905.04751423311
278,2025,7,029022,02000027,13600,V,F,F,F,F,1238,0,3.073,9,0,52.8,9.1,4962.9437,W NORVELL BRYANT HWY,CR-491/N LECANTO HWY,02,Citrus,7,4962.94367314029
279,2025,5,708135,70730500,5600,F,F,F,F,F,246,0,0.863,9,0,54.8,4.4,1389.3757,S TROPICAL TRL,KEMP ST,70,Brevard,5,1389.37568151714
280,2025,7,142706,14140006,4000,E,F,F,W,F,224,0,0.113,8,0,99.9,5.6,181.588,I-75/SR-93 SB,N/A,14,Pasco,7,181.587965720632
281,2025,7,149074,14000117,2050,C,F,F,F,F,148,1.969,2.078,9,0,55.7,7.2,175.2713,OTIS ALLEN RD,OLD LAKELAND HWY,14,Pasco,7,175.27129917569
282,2025,7,146026,14070001,9000,C,F,F,F,F,531,12.299,12.499,9,0,55.7,5.9,321.5501,JEAN AV,N/A,14,Pasco,7,321.550102961412
283,2025,7,029016,02000020,1400,E,F,F,F,F,127,0,7.147,9.5,0,52.8,9.1,11480.5342,E BUSHNELL RD,S PIKE WAY,02,Citrus,7,11480.5341567269
284,2025,6,876242,87260393,12000,C,F,F,W,A,2076,0,0.118,8,0,99.9,17.3,192.6988,NW 58 ST,SB / SR-826,87,Miami-Dade,6,192.69882710063
285,2025,5,702043,70225084,3500,T,F,F,W,F,123,0,0.352,9.5,0,99.9,3.5,566.4608,SR 407 EB,I-95 SB,70,Brevard,5,566.460811620162
286,2025,2,399102,39507000,500,F,F,F,F,F,46,0,4.26,9.5,0,52.3,9.1,6854.207,SW 72 ST,SR-121,39,Union,2,6854.20702006595
287,2025,5,700381,70050000,32500,F,F,F,F,1,1593,9.831,11.86,9,0,54.8,4.9,3264.7279,I-95/SR-9,CR-509/MINTON RD,70,Brevard,5,3264.72788649341
288,2025,7,029012,02560000,11400,E,F,F,F,F,1037,0,7.793,9,0,52.8,9.1,12556.7014,SUNCOAST BLVD,W DUNELLON RD,02,Citrus,7,12556.7014295189
289,2025,1,014259,01000056,21500,S,F,F,F,2,946,0,0.101,9,0,53.1,4.4,172.7525,PEACHLAND BLVD,VETERANS BLVD,01,Charlotte,1,172.752492128915
290,2025,2,374401,37130023,1300,C,F,F,W,F,350,0,0.203,9.5,0,99.9,26.9,319.2659,I-75 NB,SR-136,37,Suwannee,2,319.265887048437
291,2025,7,145504,14570000,51500,C,F,F,F,A,3914,5.125,5.137,9,0,55.7,7.6,19.3417,N/A,N/A,14,Pasco,7,19.3416829535976
292,2025,7,149065,14000189,3600,C,F,F,F,F,259,0,2.3,9,0,55.7,7.2,3123.1158,US-19 / SR-55,N/A,14,Pasco,7,3123.11579485185
293,2025,5,707080,70503000,34000,F,F,F,F,1,1904,0,2.453,9,0,54.8,5.6,3955.2601,SR-507/BABCOCK ST,US-1/SR-5/DIXIE HWY,70,Brevard,5,3955.26011890708
294,2025,7,145013,14130000,18700,S,F,F,F,2,4451,0.851,1.602,9,0,55.7,23.8,1184.7119,SR-52/MERIDIAN AVE,US-98/301/SR-35/700,14,Pasco,7,1184.71188516455
295,2025,7,146021,14000090,4600,X,F,F,F,F,271,0.198,0.565,9,0,55.7,5.9,579.6842,OLD DIXIE HWY,US-19/SR-55,14,Pasco,7,579.68418146156
296,2025,1,015023,01010101,20000,F,F,F,W,1,1040,1.617,2.042,9,0,99.9,5.2,670.5781,US17 SR35/OLYMPIA AV,US41/SR45TAMIAMI TRL,01,Charlotte,1,670.578063761237
297,2025,1,014156,01510000,7500,S,F,F,F,2,975,0.281,7.697,9,0,53.1,13,11924.6665,N/A,SR 776/MCCALL RD,01,Charlotte,1,11924.6665263996
298,2025,6,876276,87260336,13500,C,F,F,W,A,1350,0,0.056,8,0,99.9,10,90.5443,EB NW 167 ST,EB SR-826,87,Miami-Dade,6,90.5443391227402
299,2025,5,702062,70225069,2000,S,F,F,W,2,198,0,0.395,9.5,0,99.9,9.9,637.3807,I-95 SB,PORT ST JOHN PKWY,70,Brevard,5,637.380659075142
300,2025,2,389124,38620000,350,X,F,F,F,F,14,0,3.075,9.5,0,55.6,4,4949.0181,US-19/US-98/SR-30,CONNELL CEMETERY RD,38,Taylor,2,4949.0180718093
301,2025,5,707038,70016000,16700,F,F,F,F,1,534,0,2.142,9,0,54.8,3.2,3449.0579,US-192 / NEW HAVEN,AIRPORT BLVD,70,Brevard,5,3449.05786586134
302,2025,1,014401,01000002,1950,S,F,F,F,2,308,2.186,3.503,9,0,53.1,15.8,2120.4587,PIPER RD,FAIRWAY DR S,01,Charlotte,1,2120.4587048991
303,2025,2,370137,37010000,7200,C,F,F,F,A,317,23.98,26.152,9.5,0,56.1,4.4,3496.0532,CR-137,COLUMBIA CO LINE,37,Suwannee,2,3496.0532225681
