FID,RDWYID,SIDE,VALUE_,EFFDATE,CNTLRDES,MAINTAGC,SDESTRET,SIGNALID,SIGNALNC,SIGSTRCT,TYPECABL,SEC_STAT,BEGPT,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,x,y
9492,86014000,C,01,N/A,N/A,N/A,NE. 26TH AVE.,N/A,N/A,N/A,N/A,ON,9.031,4,86,Broward,4,588875.614900001,2896990.8791
9493,75080000,C,02,02-APR-1987,SR 15(HOFFNER AV),ORANGE COUNTY,OLD GOLDENROD RD,75309,N/A,03,02,ON,10.01,5,75,Orange,5,472024.9947,3150112.9941
9494,87060001,C,02,N/A,N/A,MIAMI-DADE,67 ST,2722,N/A,01,N/A,ON,2.589,6,87,Miami-Dade,6,588016.185200001,2859434.0775
9495,46020000,C,02,N/A,N/A,CITY OF PANAMA,JENKS AVENUE,003,N/A,01,N/A,ON,6.225,3,46,Bay,3,50769.7755000005,3345582.9365
9496,94070007,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,0.188,4,94,St. Lucie,4,566603.617200001,3036268.1498
9497,10150000,C,02,07-JAN-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.68,7,10,Hillsborough,7,345778.889100001,3097810.4556
9498,86180000,C,03,15-NOV-1972,N/A,N/A,SOUTH OF HARBOR DR,2189,N/A,01,N/A,ON,2.265,4,86,Broward,4,589350.350400001,2888100.3682
9499,57030000,C,02,N/A,N/A,CITY OF DESTIN,GULF SHORE DRIVE,005,N/A,01,N/A,ON,19.482,3,57,Okaloosa,3,-26901.433600001,3374646.3931
9500,18070000,C,02,16-NOV-2020,SR 44,SUMTER COUNTY,MEGGISON ROAD,18031,N/A,01,N/A,ON,13.354,5,18,Sumter,5,400161.928700001,3190872.9086
9501,87037000,C,02,N/A,N/A,MIAMI-DADE,10 ST,3372,N/A,01,N/A,ON,0.419,6,87,Miami-Dade,6,586137.923700001,2851655.2516
9502,93190000,C,02,02-DEC-1994,N/A,N/A,67TH RD N,4655,N/A,01,N/A,ON,13.329,4,93,Palm Beach,4,585608.122000001,2979459.7933
9503,08080000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.441,7,08,Hernando,7,362594.4389,3165981.6121
9504,13160000,C,02,22-MAR-1989,SR 70 / 53RD AVE E,MANATEE,CARUSO RD / 60TH ST,530,N/A,01,N/A,ON,3.8,1,13,Manatee,1,353242.338800001,3036706.2239
9505,75011000,C,02,08-MAR-2023,SR414,CITY OF MAITLAND,HOPE RD,75479,N/A,01,N/A,ON,0.594,5,75,Orange,5,462566.720000001,3167138.8805
9506,86005000,C,02,27-MAY-1992,N/A,N/A,FIRE STATION,2289,N/A,03,02,ON,0.97,4,86,Broward,4,589315.666300002,2891273.4012
9507,15150000,C,02,14-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.373,7,15,Pinellas,7,334464.4064,3068031.1142
9508,48004000,C,02,N/A,N/A,ESCAMBIA COUNTY,SR292 GULF BEACH HWY,037,N/A,01,N/A,ON,0,3,48,Escambia,3,-106715.355199999,3377913.4125
9509,79070000,C,02,25-NOV-1985,SR 44(NEW YORK AV),DELAND,CR 4105(HILL AV),79128,N/A,03,02,ON,6.382,5,79,Volusia,5,472471.889100002,3211145.4954
9510,93006000,C,02,N/A,N/A,N/A,GREENBRIER DR,N/A,N/A,01,N/A,ON,3.47,4,93,Palm Beach,4,590744.975900001,2946620.05
9511,72291000,C,02,01-JAN-1985,N/A,JACKSONVILLE,BROADWAY AVE,N/A,N/A,03,N/A,ON,3.915,2,72,Duval,2,429738.1445,3355885.4213
9512,10250000,C,04,08-OCT-1982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,6.203,7,10,Hillsborough,7,358857.6807,3092086.2602
9513,91020000,C,02,08-DEC-1987,SR 700/SR 15/US 441/,OKEECHOBEE,SE 31ST LN,992,N/A,03,02,ON,1.027,1,91,Okeechobee,1,516858.831200001,3010049.893
9514,36220000,C,02,15-FEB-1989,SR 500(US 27/441),MARION COUNTY,SUNSET HARBOR RD,36146,N/A,03,02,ON,4.112,5,36,Marion,5,402018.543800001,3209245.5665
9515,08050000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,12.744,7,08,Hernando,7,363317.510800001,3159544.7748
9516,10340000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.318,7,10,Hillsborough,7,355679.984200001,3096028.381
9517,13010001,C,02,N/A,SR 45/US B 41/8TH AV,BRADENTON,9TH ST W,412,N/A,01,N/A,ON,0.045,1,13,Manatee,1,344788.6154,3042016.4962
9518,36110000,C,N/A,N/A,SR40(BROADWAY ST),OCALA,SR500(US441-PINE ST),N/A,02,N/A,N/A,OFF,26.661,5,36,Marion,5,389121.373500001,3229161.9848
9519,86018000,C,02,N/A,N/A,N/A,DIXIE HWY,N/A,N/A,03,02,ON,6.157,4,86,Broward,4,585176.4033,2875581.4732
9520,16004101,C,02,05-NOV-2009,SR 539,LAKELAND,SR 548/GEORGE J BLVD,1042,N/A,01,N/A,ON,0.118,1,16,Polk,1,405273.230600002,3102928.4549
9521,87008000,C,N/A,N/A,N/A,MIAMI-DADE,SR 823/W 4 AV/RED RD,3344,02,01,N/A,ON,2.045,6,87,Miami-Dade,6,570937.8666,2864643.1407
9522,88010000,C,02,03-JUL-2007,N/A,N/A,69TH STREET,183,N/A,01,N/A,ON,12.033,4,88,Indian River,4,557071.289200001,3066247.8239
9523,93020001,C,03,05-OCT-1999,N/A,N/A,NORTON MUSEUM,28900,N/A,01,N/A,ON,1.659,4,93,Palm Beach,4,594111.1241,2953603.092
9524,72170000,C,02,11-JAN-1985,N/A,JACKSONVILLE,WESCONNETT BLVD,N/A,N/A,01,N/A,ON,3.216,2,72,Duval,2,428806.9071,3345147.0529
9525,08051000,C,02,N/A,N/A,HERNANDO COUNTY,N/A,N/A,N/A,01,N/A,ON,0.072,7,08,Hernando,7,363616.250200001,3159433.2495
9526,10120000,C,02,10-FEB-1989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.04,7,10,Hillsborough,7,366705.5066,3066055.0405
9527,87060000,C,02,N/A,N/A,MIAMI-DADE,HARBOUR WAY,3628,N/A,01,N/A,ON,12.175,6,87,Miami-Dade,6,587721.9201,2864370.6317
9528,86230000,C,02,15-MAR-2006,N/A,N/A,WEST LAKE PARK,3199,N/A,01,N/A,ON,4.868,4,86,Broward,4,587020.519900001,2879728.7561
9529,15230000,C,02,30-OCT-1987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.63,7,15,Pinellas,7,329724.540300001,3076136.0239
9530,71070000,C,04,28-JAN-1981,N/A,CLAY COUNTY,FIRE STATION,N/A,N/A,03,N/A,ON,13.504,2,71,Clay,2,428410.298100001,3338579.6115
9531,87281000,C,02,N/A,N/A,MIAMI-DADE,NW 42/37 AVE CONNECT,5053,N/A,01,N/A,ON,10.473,6,87,Miami-Dade,6,573425.491800001,2862403.5339
9532,26260000,C,N/A,02-DEC-1987,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,17.193,2,26,Alachua,2,360025.684300001,3285230.4606
9533,14090000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,20.286,7,14,Pasco,7,384053.877600002,3123632.2392
9534,86020000,C,02,30-MAR-1965,N/A,N/A,NE 38 ST,1139,N/A,03,02,ON,4.63,4,86,Broward,4,588000.9029,2895299.5634
9535,55002000,C,02,N/A,N/A,LEON COUNTY,FRED GEORGE ROAD,006,N/A,03,N/A,ON,12.21,3,55,Leon,3,177321.226800001,3378162.4623
9536,36060000,C,02,01-JAN-1950,SR45(US41-WILLIAMS),DUNNELLON,WAL-MART,36065,N/A,01,N/A,ON,1.42,5,36,Marion,5,358487.6096,3215934.9887
9537,12005000,C,02,24-FEB-1996,SR 884/COLONIAL BLVD,LEE,SR93/I-75 NB RAMP,253,N/A,01,N/A,ON,5.969,1,12,Lee,1,420315.188400001,2943774.4585
9538,08070000,C,02,10-JUN-1991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.048,7,08,Hernando,7,380610.8064,3155730.153
9539,37040000,C,02,12-MAY-2005,N/A,CITY OF LIVE OAK,WINDERWEEDLE/HAMILTO,N/A,N/A,01,N/A,ON,25.322,2,37,Suwannee,2,309650.3088,3354226.4339
9540,58030000,C,02,13-NOV-2012,N/A,SANTA ROSA COUNTY,GREEN BRIAR PARKWAY,045,N/A,01,N/A,ON,7.048,3,58,Santa Rosa,3,-84623.3553999998,3377486.5603
9541,86020000,C,02,20-MAR-1984,N/A,N/A,SE 2 ST,1360,N/A,01,N/A,ON,8.665,4,86,Broward,4,589625.249300001,2901482.3939
9542,10020000,C,02,15-AUG-1988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,11.211,7,10,Hillsborough,7,356562.0351,3110268.9471
9543,86100000,C,02,02-MAY-1969,N/A,N/A,NW 6 CT,2233,N/A,01,N/A,ON,10.792,4,86,Broward,4,579759.0468,2890153.9194
9544,08010000,C,01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.6,7,08,Hernando,7,357267.259600002,3146981.1439
9545,15020000,C,02,16-OCT-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,0.38,7,15,Pinellas,7,323022.6455,3095580.9004
9546,90010000,C,02,N/A,N/A,N/A,DUVAL ST,N/A,N/A,01,N/A,ON,0.49,6,90,Monroe,6,419054.173100001,2715478.2948
9547,74060000,C,02,20-NOV-1984,N/A,FERNANDINA BEACH,GUM ST.,N/A,N/A,03,N/A,ON,10.784,2,74,Nassau,2,455914.598200001,3392209.7359
9548,29050000,C,01,06-SEP-1994,N/A,COLUMBIA COUNTY,CR 138,N/A,N/A,N/A,N/A,ON,0.966,2,29,Columbia,2,341459.3917,3303650.6905
9549,17070000,C,02,N/A,SR 72/STICKNEY POINT,SARASOTA,SWIFT RD,956,N/A,01,N/A,ON,0.806,1,17,Sarasota,1,350144.4805,3017139.7064
9550,87040101,C,02,N/A,N/A,MIAMI-DADE,NW 1 ST,5323,N/A,01,N/A,ON,0.046,6,87,Miami-Dade,6,580329.1047,2850999.2491
9551,93280000,C,02,N/A,N/A,N/A,MERIDIAN RD,27800,N/A,03,02,ON,4.164,4,93,Palm Beach,4,586198.175100001,2954313.1277
9552,90060000,C,04,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,25.399,6,90,Monroe,6,555986.6162,2775033.8076
9553,12040000,C,02,N/A,SR 867/MCGREGOR BLVD,LEE,CR 884/COLONIAL BLVD,348,N/A,01,N/A,ON,6.485,1,12,Lee,1,411308.174400002,2942054.9006
9554,10030103,C,02,N/A,N/A,HILLSBOROUGH COUNTY,N/A,N/A,N/A,N/A,N/A,ON,1.745,7,10,Hillsborough,7,364984.450400001,3097553.334
9555,72050000,C,02,01-JUL-1987,N/A,JACKSONVILLE,SR 150/ZOO PARKWAY,N/A,N/A,03,N/A,ON,13.86,2,72,Duval,2,437591.2071,3363833.1876
9556,86100000,C,02,18-FEB-1976,N/A,N/A,ORANGE DR,3254,N/A,01,N/A,ON,6.472,4,86,Broward,4,579227.252200002,2883291.5145
9557,93180000,C,N/A,N/A,N/A,N/A,DIXIE HWY,37325,02,01,N/A,ON,9.16,4,93,Palm Beach,4,593846.7596,2944240.4261
9558,93030000,C,02,N/A,N/A,N/A,NW 12 AVE,53198,N/A,01,N/A,ON,7.513,4,93,Palm Beach,4,591187.385400002,2927125.6107
9559,70012000,C,02,01-JAN-1950,SR 507(BABCOCK ST),MELBOURNE,UNIVERSITY BL,70050,N/A,03,02,ON,4.513,5,70,Brevard,5,537210.583299999,3104343.063
9560,86015000,C,N/A,30-SEP-1972,N/A,N/A,US 1/SR 5,3101,02,03,02,ON,10.738,4,86,Broward,4,585791.937100001,2882980.0002
9561,75002000,C,02,18-FEB-1989,SR 482(SAND LAKE RD),ORANGE COUNTY,WINEGARD RD,75015,N/A,01,N/A,ON,5.636,5,75,Orange,5,462411.651900002,3147202.824
9562,72010000,C,02,28-JAN-2000,N/A,JACKSONVILLE,JONES ROAD,N/A,N/A,01,N/A,ON,12.578,2,72,Duval,2,422455.314,3354395.9267
9563,46020000,C,02,N/A,N/A,CITY OF PANAMA,EVERITT ROAD,041,N/A,03,N/A,ON,8.795,3,46,Bay,3,54788.4373000013,3345093.5515
9564,15030000,C,02,17-SEP-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.548,7,15,Pinellas,7,326559.959299999,3089200.2585
9565,10160000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,3.281,7,10,Hillsborough,7,352103.498699999,3102917.9743
9566,86080000,C,02,29-DEC-1972,N/A,N/A,SW 15 AVE,2103,N/A,01,N/A,ON,18.177,4,86,Broward,4,583894.883300002,2885956.2302
9567,57050000,C,02,N/A,N/A,OKALOOSA COUNTY,LIVE OAK CHURCH ROAD,043,N/A,01,N/A,ON,13.971,3,57,Okaloosa,3,-33918.9656999987,3409663.1921
9568,71070000,C,02,05-AUG-1991,N/A,CLAY COUNTY,OLD JENNINGS RD,N/A,N/A,03,N/A,ON,7.124,2,71,Clay,2,421656.951000002,3331711.8095
9569,15010000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.667,7,15,Pinellas,7,327671.866000001,3076977.8379
9570,87008000,C,02,N/A,N/A,MIAMI-DADE,NW 6 CT,3268,N/A,01,N/A,ON,7.187,6,87,Miami-Dade,6,579157.2423,2864664.7258
9571,86100000,C,02,07-SEP-1976,N/A,N/A,SW 6 ST,2254,N/A,01,N/A,ON,9.769,4,86,Broward,4,579822.9172,2888508.8563
9572,26070000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,NW 69TH TERR.,N/A,N/A,01,N/A,ON,14.756,2,26,Alachua,2,362943.2357,3281903.0221
9573,36004000,C,02,19-NOV-1990,SR 464(SW 17TH ST),OCALA,SE 25TH AV,36014,N/A,03,02,ON,3.473,5,36,Marion,5,392735.7896,3227425.9128
9574,10075344,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.534,7,10,Hillsborough,7,369539.302600001,3098438.6594
9575,86100000,C,02,11-APR-1979,N/A,N/A,WILES RD,1039,N/A,01,N/A,ON,21.722,4,86,Broward,4,579681.156400002,2907632.1762
9576,15090000,C,02,14-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.652,7,15,Pinellas,7,338592.199,3076444.5427
9577,10030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,17.134,7,10,Hillsborough,7,384458.826500002,3100017.0408
9578,87150000,C,02,N/A,N/A,MIAMI-DADE,SW 248 ST,4785,N/A,01,N/A,ON,6.859,6,87,Miami-Dade,6,552443.0391,2824385.0672
9579,86190000,C,02,20-MAY-1988,N/A,N/A,JOHNSON ST,3300,N/A,03,02,ON,3.999,4,86,Broward,4,568841.5578,2877508.5867
9580,72291000,C,02,01-OCT-1984,N/A,JACKSONVILLE,OLD KINGS RD,N/A,N/A,03,N/A,ON,5.928,2,72,Duval,2,429750.4577,3359121.8835
9581,10310000,C,02,22-MAY-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.315,7,10,Hillsborough,7,354103.5874,3101789.4118
9582,92030000,C,02,28-AUG-2025,SR 500,OSCEOLA COUNTY,BOTANIC BLVD,92099,N/A,01,N/A,ON,16.575,5,92,Osceola,5,482932.294800002,3120638.2232
9583,14050000,C,04,07-FEB-2018,N/A,PASCO COUNTY,N/A,N/A,N/A,01,N/A,ON,21.161,7,14,Pasco,7,384140.139600002,3149171.2362
9584,10590000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,2.519,7,10,Hillsborough,7,359874.8167,3105682.2701
9585,86028000,C,02,12-NOV-1965,N/A,N/A,POWERLINE RD,1012,N/A,01,N/A,ON,6.108,4,86,Broward,4,584673.037600001,2906349.2261
9586,36010000,C,02,01-JAN-1950,SR500(US27/301/441),OCALA,SR 200(SW 10TH ST),36050,N/A,03,02,ON,24.959,5,36,Marion,5,389108.999600001,3228381.5658
9587,72150000,C,02,19-MAY-1988,N/A,JACKSONVILLE,ELM ST,N/A,N/A,01,N/A,ON,3.568,2,72,Duval,2,434271.482600001,3363549.0829
9588,72220000,C,02,01-MAY-1989,N/A,JACKSONVILLE,FIRESTONE RD,N/A,N/A,03,N/A,ON,7.625,2,72,Duval,2,426457.593700001,3346541.475
9589,37040000,C,02,22-MAY-2000,N/A,CITY OF LIVE OAK,PARSHLEY ST/POST OFF,N/A,N/A,01,N/A,ON,24.449,2,37,Suwannee,2,309012.855700001,3352982.5494
9590,79060000,C,02,05-NOV-1990,SR 600(US 92-ISB),DAYTONA BEACH,CR 4035(M L KING JR),79121,N/A,01,N/A,ON,20.372,5,79,Volusia,5,497208.668,3231077.258
9591,57130000,C,02,N/A,N/A,OKALOOSA COUNTY,HURLBURT FIELD,029,N/A,01,N/A,ON,0,3,57,Okaloosa,3,-41776.1514999988,3382136.3947
9592,72170000,C,02,19-SEP-1986,N/A,JACKSONVILLE,DUCLAY RD,N/A,N/A,03,N/A,ON,1.639,2,72,Duval,2,429061.957600001,3342637.2068
9593,10003000,C,02,N/A,N/A,HILLSBOROUGH COUNTY,N/A,N/A,N/A,N/A,N/A,ON,9.667,7,10,Hillsborough,7,370227.5282,3089851.7636
9594,10190108,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0,7,10,Hillsborough,7,377628.208500001,3100477.6527
9595,17020000,C,02,N/A,SR 45 /US 41/TAMIAMI,SARASOTA,BENEVA RD / VAMO RD,892,N/A,01,N/A,ON,10.019,1,17,Sarasota,1,351719.925500001,3013159.0707
9596,90010000,C,03,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,1.78,6,90,Monroe,6,420851.8574,2716481.8066
9597,15030000,C,02,19-SEP-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,3.526,7,15,Pinellas,7,329742.041500001,3089121.9628
9598,87020000,C,02,N/A,N/A,MIAMI-DADE,SW 252 ST,6634,N/A,01,N/A,ON,8.076,6,87,Miami-Dade,6,558833.541000001,2824081.6716
9599,08070000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,3.988,7,08,Hernando,7,378906.3322,3155771.4305
9600,70060000,C,02,01-JAN-1950,SR A1A(ATLANTIC AV),COCOA BEACH,ST. LUCIE LN,70170,N/A,01,N/A,ON,35.837,5,70,Brevard,5,538362.896700001,3136417.4476
9601,55090001,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,0.244,3,55,Leon,3,184552.175199999,3371988.7972
9602,75020000,C,02,01-JAN-1950,SR 500(US 441-OBT),APOPKA,CR 435 (PARK AV),75128,N/A,01,N/A,ON,11.407,5,75,Orange,5,450224.375900001,3171875.8861
9603,72050000,C,03,04-APR-1994,N/A,JACKSONVILLE,MIDBLCK CUMMER GALRY,N/A,N/A,01,N/A,ON,6.6,2,72,Duval,2,434881.6808,3353878.165
9604,10075328,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.347,7,10,Hillsborough,7,368533.317,3090019.2591
9605,79030000,C,02,08-AUG-2003,SR5(US1-YONGE ST),ORMOND BEACH,DIVISION AV,79051,N/A,01,N/A,ON,4.918,5,79,Volusia,5,494367.8841,3238471.1366
9606,86220000,C,02,23-APR-1987,N/A,N/A,SW 39 ST,3337,N/A,03,02,ON,7.027,4,86,Broward,4,574766.5214,2884008.6355
9607,72292000,C,02,17-JAN-2001,N/A,JACKSONVILLE,SAN PABLO RD EB RAMP,N/A,N/A,01,N/A,ON,10.042,2,72,Duval,2,457971.134800001,3347358.6902
9608,78051000,C,02,25-JUL-2006,N/A,ST. JOHNS COUNTY,I-95 NB OFF RAMP,N/A,N/A,01,N/A,ON,12.754,2,78,St. Johns,2,463423.115500001,3299577.3065
9609,16320062,C,N/A,N/A,SR 400 / I-4 WB,LAKELAND,KATHLEEN RD,558,02,01,N/A,EXCLUSIVE,0.257,1,16,Polk,1,402948.365700001,3105743.8727
9610,87018000,C,02,N/A,N/A,MIAMI-DADE,NW 7 AV,4572,N/A,01,N/A,ON,1.996,6,87,Miami-Dade,6,578607.3764,2872856.9371
9611,48080060,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,2.509,3,48,Escambia,3,-99858.8929000003,3380988.758
9612,10080000,C,03,10-JUN-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.857,7,10,Hillsborough,7,355888.3505,3091993.2994
9613,13121000,C,02,10-MAY-2018,US 301,MANATEE,44TH AVE EXTENTION,1054,N/A,01,N/A,ON,5.05,1,13,Manatee,1,348794.564200001,3038504.637
9614,86200000,C,02,03-MAY-1982,N/A,N/A,SW 10 TER,3091,N/A,01,N/A,ON,2.74,4,86,Broward,4,583819.0328,2874290.7223
9615,86015000,C,02,11-JUL-1979,N/A,N/A,SW 90 AVE,3251,N/A,01,N/A,ON,2.653,4,86,Broward,4,572936.791800001,2883005.294
9616,48030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,2.034,3,48,Escambia,3,-98050.7830999987,3391913.0656
9617,79080000,C,02,25-NOV-1985,SR 600(US 92-ISB),DAYTONA BEACH,CR 4029(BEACH ST),79150,N/A,01,N/A,ON,0.23,5,79,Volusia,5,498118.266700001,3231501.7973
9618,87080001,C,05,N/A,N/A,MIAMI-DADE,N/A,4975,N/A,01,N/A,ON,2.683,6,87,Miami-Dade,6,578621.811600001,2859163.1245
9619,86030000,C,02,01-DEC-1977,N/A,N/A,INDIANA ST,3217,N/A,01,N/A,ON,2.907,4,86,Broward,4,588335.2645,2877897.5023
9620,86020000,C,02,19-NOV-1974,N/A,N/A,NE 29 ST,1162,N/A,01,N/A,ON,11.254,4,86,Broward,4,590019.113000002,2905621.9019
9621,75060000,C,N/A,N/A,SR 50(COLONIAL DR),REMOVED,ROUSE LAKE RD,75297,N/A,N/A,N/A,ON,11.173,5,75,Orange,5,478792.266200001,3160129.8932
9622,17020000,C,N/A,N/A,SR 45 /US 41/TAMIAMI,VENICE,VENICE AVE E,876,02,01,N/A,ON,0,1,17,Sarasota,1,356822.501800001,2998317.5
9623,15010000,C,02,10-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.905,7,15,Pinellas,7,331070.746,3074132.2269
9624,10520000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,1.766,7,10,Hillsborough,7,353684.160700002,3100907.1065
9625,87090005,C,02,N/A,N/A,MIAMI-DADE,NW 87 AVE,6972,N/A,01,N/A,ON,0.717,6,87,Miami-Dade,6,566238.002,2861108.5865
9626,87281000,C,02,N/A,N/A,MIAMI-DADE,E 32 ST,3751,N/A,01,N/A,ON,8.631,6,87,Miami-Dade,6,573510.1421,2859444.5602
9627,16280000,C,02,12-MAY-1987,SR 542 / CENTRAL AVE,WINTER HAVEN,6TH ST SE,810,N/A,03,02,ON,0.883,1,16,Polk,1,429355.790200001,3099872.5179
9628,94070000,C,N/A,N/A,N/A,N/A,25 ST,N/A,02,01,N/A,ON,20.196,4,94,St. Lucie,4,564240.318000001,3036168.4974
9629,86012000,C,02,10-OCT-1988,N/A,N/A,I 95 SB OFF RAMP,1470,N/A,01,N/A,ON,2.01,4,86,Broward,4,587822.7087,2909705.3408
9630,77060000,C,02,25-SEP-2007,SR 426(ALOMA AV),SEMINOLE COUNTY,DEEP LAKE RD,77066,N/A,01,N/A,ON,1.417,5,77,Seminole,5,474401.2958,3165750.9185
9631,90020000,C,02,N/A,N/A,N/A,MACDONALD AVE,N/A,N/A,01,N/A,ON,0.049,6,90,Monroe,6,424787.217300002,2717853.6219
9632,75010000,C,02,01-JAN-1950,SR500-600(US1792-441,ORANGE COUNTY,HOLDEN AV,75084,N/A,01,N/A,ON,10.145,5,75,Orange,5,461167.6208,3152042.9613
9633,88030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,7.497,4,88,Indian River,4,560891.018300002,3058024.8164
9634,16060000,C,02,N/A,SR 35/700/US 98/BART,POLK,CLUBHOUSE ROAD,648,N/A,04,02,ON,5.477,1,16,Polk,1,413506.6993,3093904.7801
9635,93010101,C,02,N/A,N/A,N/A,SE 10 ST,54300,N/A,03,02,ON,2.095,4,93,Palm Beach,4,592924.000500001,2925466.0967
9636,93110001,C,02,N/A,N/A,N/A,SR 700/CONNERS HWY,N/A,N/A,03,02,ON,13.372,4,93,Palm Beach,4,554639.178900002,2956139.5086
9637,86028000,C,02,19-JAN-1988,N/A,N/A,NW 27 AVE,1432,N/A,03,02,ON,5.609,4,86,Broward,4,583869.385700001,2906334.446
9638,75050000,C,02,16-AUG-1999,SR 50(COLONIAL DR),ORANGE COUNTY,SR 429 SB RAMPS,75239,N/A,01,N/A,ON,6.021,5,75,Orange,5,445285.0516,3158402.1526
9639,86100000,C,02,03-MAR-1958,N/A,N/A,GRIFFIN RD,3077,N/A,03,02,ON,6.226,4,86,Broward,4,579238.9681,2882895.7285
9640,48010000,C,02,N/A,N/A,ESCAMBIA COUNTY,CR 95A PALAFOX ST.,068,N/A,03,N/A,ON,10.649,3,48,Escambia,3,-102416.393999999,3394659.4683
9641,26090000,C,N/A,22-SEP-1988,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,15.916,2,26,Alachua,2,370356.5306,3279856.3122
9642,86050000,C,04,N/A,N/A,N/A,NE 2 STREET,N/A,N/A,01,N/A,ON,10.077,4,86,Broward,4,590826.882800002,2902021.1755
9643,86090000,C,N/A,17-JUN-1953,N/A,N/A,US 1/SR 5,1013,02,01,N/A,ON,8.695,4,86,Broward,4,588255.9048,2894492.7353
9644,87080900,C,02,N/A,N/A,MIAMI-DADE,NW 74 AVE,5211,N/A,01,N/A,ON,31.384,6,87,Miami-Dade,6,568283.005400001,2858191.9441
9645,75040000,C,02,17-MAR-1997,SR 527(ORANGE AV),ORLANDO,KING ST,75219,N/A,03,02,ON,16.552,5,75,Orange,5,463527.5683,3161148.2415
9646,87046000,C,02,N/A,N/A,MIAMI-DADE,BUSWAY,5554,N/A,01,N/A,ON,2.948,6,87,Miami-Dade,6,567843.792100001,2838914.4139
9647,10550000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,1.4,7,10,Hillsborough,7,371948.651400001,3098091.9467
9648,86100000,C,04,N/A,N/A,N/A,SEMINOLE EMS STATION,N/A,N/A,01,N/A,ON,4.395,4,86,Broward,4,579183.284900001,2879969.35
9649,86040000,C,02,30-JAN-2002,N/A,N/A,SW 186 AVE,3512,N/A,03,02,ON,2.163,4,86,Broward,4,560284.562600001,2876660.3316
9650,10330000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.754,7,10,Hillsborough,7,362979.951400002,3096919.101
9651,94004000,C,05,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,3.405,4,94,St. Lucie,4,559129.6924,3044285.5386
9652,75230000,C,N/A,N/A,SR 438(FRANKLIN ST),OCOEE,SR437-438OCOEEAPOPKA,N/A,02,N/A,N/A,ON,7.14,5,75,Orange,5,446143.503700001,3160693.9714
9653,79040000,C,02,21-NOV-1988,SR15/600(US17/92),VOLUSIA COUNTY,CR 4162 (DIRKSEN DR),79059,N/A,01,N/A,ON,1.968,5,79,Volusia,5,469081.193100001,3193193.064
