FID,RDWYID,SIDE,VALUE_,EFFDATE,CNTLRDES,MAINTAGC,SDESTRET,SIGNALID,SIGNALNC,SIGSTRCT,TYPECABL,SEC_STAT,BEGPT,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,x,y
9333,86028000,C,02,13-JUN-2001,N/A,N/A,1800 BLK,1570,N/A,01,N/A,ON,6.345,4,86,Broward,4,585054.5965,2906361.5954
9334,12070000,C,02,07-MAY-2012,SR 82 / IMMOKALEE RD,LEE,FORUM BLVD,1025,N/A,01,N/A,ON,5.084,1,12,Lee,1,421133.9516,2945890.483
9335,86230000,C,02,N/A,N/A,N/A,I 95 SB RAMPS,N/A,N/A,01,N/A,ON,2.723,4,86,Broward,4,583573.790100001,2879627.1608
9336,72160000,C,03,01-JAN-1960,N/A,JACKSONVILLE,MID BLOCK PED SCHOOL,N/A,N/A,01,N/A,ON,11.76,2,72,Duval,2,437597.153,3351066.7132
9337,16120000,C,02,N/A,SR 655 / RECKER HWY,POLK,COLEMAN RD,720,N/A,03,02,ON,2.273,1,16,Polk,1,425318.4677,3099297.5764
9338,61080000,C,02,N/A,N/A,CITY OF CHIPLEY,BRICKYARD ROAD,003,N/A,03,N/A,ON,25.112,3,61,Washington,3,65117.0966000007,3412330.4662
9339,15100000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.991,7,15,Pinellas,7,325644.774800001,3072913.7244
9340,26070000,C,02,22-SEP-1988,N/A,ALACHUA COUNTY,NW 75TH ST/TOWERS RD,N/A,N/A,01,N/A,ON,14.396,2,26,Alachua,2,362363.9962,3281916.6115
9341,50030000,C,02,N/A,N/A,GADSDEN COUNTY,FLYING J DUPONT ROAD,001,N/A,03,N/A,ON,11.582,3,50,Gadsden,3,170773.0323,3378556.5087
9342,72040345,C,02,06-JUL-1982,N/A,JACKSONVILLE,SOUTHSIDE BLVD,N/A,N/A,03,N/A,ON,0.227,2,72,Duval,2,446258.3843,3354643.3079
9343,48020000,C,02,N/A,N/A,ESCAMBIA COUNTY,SR 290 OLIVE ROAD,117,N/A,01,N/A,ON,24.69,3,48,Escambia,3,-92965.2791999979,3392712.7552
9344,86210000,C,02,23-APR-1974,N/A,N/A,SW 9 AVE,2088,N/A,01,N/A,ON,3.019,4,86,Broward,4,584687.2287,2887847.1059
9345,10090000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,14.624,7,10,Hillsborough,7,388092.976900001,3099355.4086
9346,87053000,C,02,N/A,N/A,MIAMI-DADE,W 6 AVE,3487,N/A,01,N/A,ON,8.259,6,87,Miami-Dade,6,579827.6392,2850885.7532
9347,36080000,C,02,01-JAN-1950,SR40(SILVER SPRINGS),OCALA,MAGNOLIA AV,36081,N/A,03,02,ON,0.209,5,36,Marion,5,389457.7506,3229235.0699
9348,48080061,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,0,3,48,Escambia,3,-103499.4555,3380672.3225
9349,86010500,C,03,N/A,N/A,N/A,SR 820 EB HOLLYWOOD,N/A,N/A,01,N/A,ON,0.136,4,86,Broward,4,585630.689800001,2877215.9682
9350,10091000,C,02,N/A,N/A,PLANTCITY,MENDONSA RD.,N/A,N/A,N/A,N/A,ON,1.571,7,10,Hillsborough,7,388133.5795,3097732.4363
9351,55003000,C,02,N/A,N/A,CITY OF TALLAHASSEE,EASTER STANLEY ROAD,178,N/A,01,N/A,ON,8.119,3,55,Leon,3,190043.4861,3374587.4935
9352,12004000,C,02,N/A,SR 865/SAN CARLOS BL,LEE,WHITEWATER CT,236,N/A,01,N/A,ON,2.983,1,12,Lee,1,405996.6541,2930526.7547
9353,75006000,C,02,01-JAN-1950,SR 426(FAIRBANKS AV),WINTER PARK,SR15-600(US17-92),75053,N/A,03,02,ON,1.095,5,75,Orange,5,464313.926200001,3162951.4312
9354,46040000,C,02,N/A,N/A,CITY OF PANAMA,HARRISON AVE@12TH ST,045,N/A,01,N/A,ON,0.749,3,46,Bay,3,51052.9059000006,3346776.6122
9355,79080000,C,02,25-NOV-1985,SR 600(US 92-ISB),DAYTONA BEACH,SR A1A(ATLANTIC AV),79154,N/A,01,N/A,ON,1.407,5,79,Volusia,5,499437.7405,3232575.2854
9356,10680000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,0.995,7,10,Hillsborough,7,363618.604000002,3074985.9097
9357,10250000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,9.36,7,10,Hillsborough,7,358912.8961,3097147.7922
9358,13130000,C,02,19-MAR-1987,SR 55/US 301/US 41/1,BRADENTON,9TH AVE / MLK JR AVE,500,N/A,01,N/A,ON,2.009,1,13,Manatee,1,345613.137200001,3041866.7077
9359,86220000,C,02,23-MAY-2001,N/A,N/A,MIRAMAR BLVD,3498,N/A,01,N/A,ON,1.083,4,86,Broward,4,575332.234600001,2874514.0257
9360,72150000,C,02,12-SEP-1983,N/A,JACKSONVILLE,TROUT RIVER BLVD,N/A,N/A,01,N/A,ON,4.731,2,72,Duval,2,433224.998600001,3365017.2528
9361,16120000,C,02,23-JUN-2009,SR 655/RECKER HWY,POLK,THORNHILL RD,1037,N/A,01,N/A,ON,6.764,1,16,Polk,1,420109.548099999,3103308.442
9362,87020000,C,02,N/A,N/A,MIAMI-DADE,SW 19500 BLK,5462,N/A,01,N/A,ON,13.085,6,87,Miami-Dade,6,564160.6821,2830139.072
9363,15150000,C,02,03-FEB-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,8.398,7,15,Pinellas,7,334587.4053,3079335.9024
9364,26070000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,E. 3RD STREET,N/A,N/A,01,N/A,ON,20.519,2,26,Alachua,2,372038.0222,3280953.0651
9365,50040000,C,01,N/A,N/A,GADSDEN COUNTY,DARSEY CALAVARY RD,005,N/A,03,N/A,ON,6.268,3,50,Gadsden,3,176150.2523,3399929.996
9366,11002000,C,02,06-JUN-1997,SR 44(DIXIE AV),LEESBURG,9TH ST,11003,N/A,03,02,ON,2.86,5,11,Lake,5,414184.9351,3186873.5065
9367,15040000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,1.274,7,15,Pinellas,7,324974.3067,3094603.3164
9368,48004000,C,02,N/A,N/A,ESCAMBIA COUNTY,SR 752 (TEXAR DR),035,N/A,03,N/A,ON,8.78,3,48,Escambia,3,-98947.0696999999,3384654.6511
9369,86220000,C,02,15-DEC-1987,N/A,N/A,NW 20 ST,1464,N/A,03,02,ON,19.94,4,86,Broward,4,574822.959799999,2904365.3406
9370,10005000,C,02,22-MAY-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.824,7,10,Hillsborough,7,360914.968300001,3094322.9855
9371,78060000,C,02,13-MAY-2009,N/A,JACKSONVILLE,BELZ OUTLET HALF SIG,N/A,N/A,01,N/A,ON,15.524,2,78,St. Johns,2,460346.623200001,3309668.8135
9372,87053000,C,03,20-FEB-2010,N/A,MIAMI-DADE,N/A,6688,N/A,01,N/A,ON,4.888,6,87,Miami-Dade,6,574410.709700001,2850621.8581
9373,87026000,C,02,N/A,N/A,MIAMI-DADE,NE 10 AV,3435,N/A,01,N/A,ON,7.12,6,87,Miami-Dade,6,582024.660499999,2869686.1321
9374,94010000,C,02,01-JAN-1987,N/A,N/A,MIDWAY RD,03,N/A,01,N/A,ON,8.255,4,94,St. Lucie,4,566669.126700002,3028094.3565
9375,10075341,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.552,7,10,Hillsborough,7,370071.468400002,3098191.7498
9376,70180000,C,N/A,N/A,SR 514(MALABAR RD),N/A,SR 507(BABCOCK ST),N/A,02,N/A,N/A,ON,3.102,5,70,Brevard,5,537175.6825,3097086.0404
9377,89060000,C,02,09-OCT-1996,N/A,N/A,SALERNO RD,125,N/A,01,N/A,ON,26.716,4,89,Martin,4,574111.589599999,3000467.2276
9378,01010000,C,02,03-FEB-1986,US 41/TAMIAMI TRAIL,CHARLOTTE,TARPON BLVD,21,N/A,01,N/A,ON,19.375,1,01,Charlotte,1,389593.087,2986052.367
9379,75003000,C,02,01-JAN-1950,SR 436(SEMORAN BV),ORLANDO,STONEWALL JACKSON RD,75035,N/A,03,02,ON,5.678,5,75,Orange,5,469628.859600001,3156318.8414
9380,39010000,C,02,10-JUL-2000,N/A,UNION COUNTY,SR 121,N/A,N/A,03,N/A,ON,3.533,2,39,Union,2,372314.5546,3322117.972
9381,26090000,C,02,14-JUL-1988,N/A,CITY OF GAINESVILLE,"SR93,I-75,SB OFF RAM",N/A,N/A,03,N/A,ON,12.508,2,26,Alachua,2,365694.778900001,3277111.5201
9382,26005000,C,02,11-JUN-1987,N/A,CITY OF GAINESVILLE,"C-329, N. MAIN ST.",N/A,N/A,03,N/A,ON,7.849,2,26,Alachua,2,372370.4382,3284980.2272
9383,86028000,C,02,14-AUG-1975,N/A,N/A,I 95 NB RAMPS,1046,N/A,01,N/A,ON,7.897,4,86,Broward,4,587552.7395,2906425.944
9384,50010000,C,01,N/A,N/A,CITYOF CHATTAHOOCHEE,JINKS CROSSING RD FB,003,N/A,03,N/A,ON,1.478,3,50,Gadsden,3,132763.909400001,3402746.8714
9385,75060000,C,02,07-JUL-1998,SR 50(COLONIAL DR),ORANGE COUNTY,CR 13,75307,N/A,03,02,ON,18.046,5,75,Orange,5,489606.5529,3158515.4531
9386,87072000,C,02,N/A,N/A,MIAMI-DADE,SW 76 ST,5786,N/A,01,N/A,ON,1.759,6,87,Miami-Dade,6,563602.919200001,2842312.6051
9387,74060000,C,01,17-MAY-1991,N/A,NASSAU COUNTY,CR 107/BLACK ROCK RD,N/A,N/A,N/A,N/A,ON,4.384,2,74,Nassau,2,449287.2807,3387739.5759
9388,71130000,C,02,01-JAN-1988,N/A,CLAY COUNTY,KINGSLEY SHOPPING,N/A,N/A,01,N/A,ON,0.152,2,71,Clay,2,428261.269700001,3337247.7335
9389,15120000,C,02,05-MAR-1981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.705,7,15,Pinellas,7,318831.4884,3085317.1347
9390,79110004,C,02,26-JUN-1985,SR 400(I-4 WB RAMPS),VOLUSIA COUNTY,CR 4162(DIRKSEN RD),79186,N/A,03,02,EXCLUSIVE,0.375,5,79,Volusia,5,472182.6176,3193796.662
9391,86065000,C,04,09-MAY-1975,N/A,N/A,FIRE STATION,1082,N/A,03,02,ON,3.392,4,86,Broward,4,584424.761600001,2896535.1588
9392,53020000,C,02,N/A,N/A,TOWN OF GRAND RIDGE,SR 69,001,N/A,03,N/A,ON,13.517,3,53,Jackson,3,114928.9571,3405376.4951
9393,10150000,C,02,13-FEB-2017,N/A,HILLSBOROUGH,DOUBLE BRANCH,N/A,N/A,03,02,ON,0.845,7,10,Hillsborough,7,339145.785100001,3101398.4783
9394,10190068,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.331,7,10,Hillsborough,7,356116.843899999,3093148.7495
9395,86110000,C,02,24-JUL-1972,N/A,N/A,N FLAGLER DR,2101,N/A,01,N/A,ON,8.03,4,86,Broward,4,586153.433100002,2891134.0197
9396,87030000,C,02,N/A,N/A,MIAMI-DADE,RIVIERA DR,2622,N/A,01,N/A,ON,4.418,6,87,Miami-Dade,6,573663.293800002,2845264.4168
9397,33010000,C,02,01-JUN-1987,N/A,CITY OF MAYO,SR 51/FLETCHER AVE,N/A,N/A,03,N/A,ON,13.592,2,33,Lafayette,2,290299.566700001,3326658.0895
9398,93210000,C,N/A,08-APR-2020,N/A,N/A,CABERNET  DRIVE,N/A,N/A,N/A,N/A,ON,6.627,4,93,Palm Beach,4,579364.842700001,2922917.7276
9399,72292000,C,02,22-MAY-1996,N/A,JACKSONVILLE,ST JOHNS BLUFF RD,N/A,N/A,01,N/A,ON,5.222,2,72,Duval,2,450365.956200001,3346926.1521
9400,75060000,C,02,25-NOV-1985,SR 50(COLONIAL DR),ORLANDO,HIGHLAND AV,75273,N/A,03,02,ON,1.328,5,75,Orange,5,463436.253700002,3158535.2472
9401,86120000,C,02,17-OCT-1979,N/A,N/A,LANE TULLIS WAY,1252,N/A,03,02,ON,6.632,4,86,Broward,4,590248.993500001,2911260.9619
9402,72090003,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0,2,72,Duval,2,437779.0724,3355079.4147
9403,16030201,C,02,N/A,SR 555 / US 17,WINTER HAVEN,5TH ST SW,638,N/A,01,N/A,ON,0.137,1,16,Polk,1,428026.000200001,3099249.9895
9404,14030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.717,7,14,Pasco,7,331584.9515,3129472.3934
9405,86050000,C,04,N/A,N/A,N/A,FIRE RESCUE STATION,N/A,N/A,01,N/A,ON,10.05,4,86,Broward,4,590820.132300001,2901978.2419
9406,55050000,C,02,N/A,N/A,CITY OF TALLAHASSEE,VIRGINIA STREET,026,N/A,01,N/A,ON,0.076,3,55,Leon,3,184925.426400001,3372759.7492
9407,57040000,C,02,N/A,N/A,CITY OF SHALIMAR,9TH AVE,003,N/A,03,01,ON,4.355,3,57,Okaloosa,3,-36156.0195999993,3381343.122
9408,75030000,C,02,25-NOV-1985,US 17-92(ORLANDO AV),MAITLAND,CR 438A(LAKE AV),75171,N/A,01,N/A,ON,7.128,5,75,Orange,5,464275.491900001,3165737.0214
9409,16110000,C,02,10-JAN-2000,SR 60,POLK,PRAIRIE MINE RD/DIES,704,N/A,03,02,ON,5.31,1,16,Polk,1,403350.140400001,3085939.0974
9410,08150001,C,N/A,28-SEP-1993,N/A,N/A,N/A,N/A,02,N/A,N/A,EXCLUSIVE,0.18,7,08,Hernando,7,378490.9229,3154288.1809
9411,15190033,C,02,20-AUG-1993,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.21,7,15,Pinellas,7,336347.951500001,3075283.9011
9412,12020000,C,01,N/A,SR 80/PALM BEACH BLV,LEE,SR 80/SEABOARD ST,320,N/A,03,02,OFF,1.711,1,12,Lee,1,415262.697500002,2948454.0116
9413,75010000,C,02,01-JAN-1950,SR500-600(US1792-441,ORANGE COUNTY,ORLANDO CENTRAL PY,75078,N/A,01,N/A,ON,7.982,5,75,Orange,5,461114.701000001,3148565.1785
9414,86110000,C,02,24-JUL-1972,N/A,N/A,NE 5 TER,2101,N/A,01,N/A,ON,7.991,4,86,Broward,4,586090.6953,2891131.8429
9415,72030000,C,02,13-AUG-1986,N/A,JACKSONVILLE,SR15/US17/ROOSEVELT,N/A,N/A,03,N/A,ON,9.064,2,72,Duval,2,431644.6026,3353232.0774
9416,03010000,C,02,N/A,US 41/TAMIAMI TRAIL,COLLIER,CR 888/WIGGINS PASS,72,N/A,01,N/A,ON,1.523,1,03,Collier,1,419927.604600001,2908548.8121
9417,93050000,C,N/A,N/A,N/A,N/A,FEDERAL HWY,N/A,02,01,N/A,ON,0,4,93,Palm Beach,4,594349.2501,2941620.2502
9418,75090000,C,02,01-JAN-1950,SR 426 (ALOMA AV),WINTER PARK,PHELPS AV,75335,N/A,03,02,ON,1.463,5,75,Orange,5,467624.799800001,3163765.1409
9419,89010000,C,02,09-OCT-2003,N/A,N/A,SE MARINER SANDS DR,094,N/A,01,N/A,ON,12.249,4,89,Martin,4,580895.4284,3000012.5574
9420,87054000,C,02,N/A,N/A,MIAMI-DADE,SW 37 AVE/DOUGLAS RD,2635,N/A,01,N/A,ON,0.508,6,87,Miami-Dade,6,574755.397099999,2848186.3851
9421,61002000,C,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,N/A,ON,0,3,61,Washington,3,65503.5669999998,3415150.9719
9422,10080101,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,0,7,10,Hillsborough,7,357324.4061,3092543.5
9423,10320163,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.117,7,10,Hillsborough,7,357023.906200001,3097421.75
9424,13030000,C,02,23-JUN-1996,SR 45 / US 41,MANATEE,MOCCASIN WOLLOW RD,434,N/A,01,N/A,ON,6.298,1,13,Manatee,1,348078.669800002,3053965.8616
9425,36030000,C,02,01-JAN-1950,SR 25(US 441),MARION COUNTY,CR 318,36056,N/A,03,02,ON,17.068,5,36,Marion,5,382385.9659,3254078.5076
9426,72160000,C,02,15-AUG-1986,N/A,JACKSONVILLE,I-295 SB OFF RAMP,N/A,N/A,01,N/A,ON,3.322,2,72,Duval,2,439517.916200001,3339022.335
9427,16003001,C,02,06-MAY-2008,SR 563 / HARDEN BLVD,LAKELAND,GRASSLANDS BLVD,1013,N/A,01,N/A,ON,7.562,1,16,Polk,1,404153.412900001,3098831.7181
9428,34150000,C,01,17-MAY-1996,N/A,DEP/FLORIDA PARKS,MANATEE SPRINGS STAT,N/A,N/A,N/A,N/A,N/A,0.043,2,34,Levy,2,308648.788799999,3263924.0161
9429,15100000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.544,7,15,Pinellas,7,327403.1295,3069902.3763
9430,93001000,C,02,N/A,N/A,N/A,I 95 SB OFF RAMP,14351,N/A,01,N/A,ON,5.987,4,93,Palm Beach,4,589210.079600001,2968951.0675
9431,08080000,C,01,N/A,N/A,HERNANDO COUNTY,CITRUS AVE,N/A,N/A,N/A,N/A,ON,8.121,7,08,Hernando,7,358586.672099999,3170175.3445
9432,86014000,C,02,08-SEP-1970,N/A,N/A,NE 15TH AVE,1063,N/A,01,N/A,ON,8.061,4,86,Broward,4,587322.501800001,2896906.898
9433,10160000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.3,7,10,Hillsborough,7,352068.198900001,3101340.1695
9434,17050000,C,02,04-APR-1989,SR 776 / N INDIANA A,SARASOTA,OVERBROOK RD/FREDANN,949,N/A,01,N/A,ON,4.573,1,17,Sarasota,1,363152.141000001,2987724.0337
9435,79210000,C,N/A,18-FEB-2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.223,5,79,Volusia,5,506265.9804,3202919.345
9436,76050000,C,02,03-MAR-1992,N/A,PUTNAM COUNTY,WESTOVER AVE,N/A,N/A,03,N/A,ON,24.814,2,76,Putnam,2,436319.4253,3279263.1241
9437,10080000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,3.622,7,10,Hillsborough,7,356997.8578,3092325.7103
9438,91020000,C,02,N/A,SR 700/SR 15/US 441/,OKEECHOBEE CITY,21 ST/WALMART,994,N/A,01,N/A,ON,1.761,1,91,Okeechobee,1,516855.4511,3011231.1627
9439,14050000,C,N/A,10-JUL-2019,N/A,PASCO COUNTY,SR56,N/A,02,01,N/A,ON,1.612,7,14,Pasco,7,382111.8899,3119126.9573
9440,48012000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,0,3,48,Escambia,3,-105484.0996,3386802.1135
9441,10320159,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.158,7,10,Hillsborough,7,357004.1573,3095745.3493
9442,10150000,C,02,N/A,N/A,HILLSBOROUGH COUNTY,N/A,N/A,N/A,N/A,N/A,ON,4.752,7,10,Hillsborough,7,344286.802100002,3097846.9405
9443,86050000,C,N/A,20-MAR-1984,N/A,N/A,NE 14 ST,1330,02,01,N/A,ON,11.186,4,86,Broward,4,591229.616800002,2903727.1059
9444,11010000,C,02,26-DEC-1990,SR 500(US 441),LEESBURG,SLEEPY HOLLOW RD,11009,N/A,01,N/A,ON,7.878,5,11,Lake,5,418877.6944,3188888.4355
9445,75200000,C,02,14-NOV-2018,SR 551 (GOLDENROD),ORANGE COUNTY,YUCATAN DRIVE,75468,N/A,03,02,ON,4.86,5,75,Orange,5,472038.518199999,3157669.0779
9446,87240000,C,02,29-FEB-2008,N/A,MIAMI-DADE,NW 95 ST,6498,N/A,01,N/A,ON,8.282,6,87,Miami-Dade,6,575934.052800002,2860395.7151
9447,60010000,C,02,N/A,N/A,CITY OF DEFUNIAK,7TH STREET,003,N/A,03,N/A,ON,17.161,3,60,Walton,3,10155.2084000008,3409889.6518
9448,01040000,C,04,N/A,SR 35 / US 17,CHARLOTTE,DISSTON AVE,42,N/A,01,N/A,ON,4.173,1,01,Charlotte,1,401479.7369,2981921.6492
9449,13050000,C,02,N/A,SR 64 / MANATEE AVE,BRADENTON,CARLTON ARMS BLVD,459,N/A,01,N/A,ON,3.608,1,13,Manatee,1,350249.342900001,3042561.5109
9450,10060000,C,02,23-AUG-1988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,25.556,7,10,Hillsborough,7,362120.7206,3092679.7309
9451,86130000,C,04,N/A,N/A,N/A,DRAWBRIDGE,N/A,N/A,01,N/A,OFF,7.64,4,86,Broward,4,590433.7269,2901671.9912
9452,86170001,C,02,N/A,N/A,N/A,SW 3 ST,N/A,N/A,03,02,OFF,0.207,4,86,Broward,4,587004.644800001,2901033.4583
9453,87085000,C,N/A,N/A,N/A,MIAMI-DADE,SW 7 ST,3407,02,01,N/A,ON,1.065,6,87,Miami-Dade,6,578770.624400001,2850084.7102
9454,76010000,C,02,19-MAR-1981,N/A,PALATKA,MOSLEY AVENUE,N/A,N/A,03,N/A,ON,29.915,2,76,Putnam,2,437174.003200001,3280205.0178
9455,15040000,C,02,16-OCT-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,0.498,7,15,Pinellas,7,323752.257200001,3094687.2953
9456,16180000,C,02,12-FEB-1990,SR 25 / US 27,POLK,VICTOR POSNER/HOMERU,750,N/A,01,N/A,ON,23.382,1,16,Polk,1,436680.2458,3122305.7544
9457,86006000,C,02,03-NOV-1972,N/A,N/A,I-95 SB RAMPS,2232,N/A,03,02,ON,5.168,4,86,Broward,4,583043.819300001,2889417.709
9458,89092000,C,02,25-JAN-1991,N/A,N/A,TO MONTEREY RD EXT,278,N/A,01,N/A,ON,1.089,4,89,Martin,4,575334.5244,3006137.8939
9459,10080000,C,02,10-JUN-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.963,7,10,Hillsborough,7,358424.440200001,3093138.7808
9460,72031000,C,02,20-OCT-2005,N/A,JACKSONVILLE,SB RAMP TO REG SQR,N/A,N/A,01,N/A,ON,0.698,2,72,Duval,2,446746.002600001,3355408.3142
9461,86120000,C,02,13-FEB-1997,N/A,N/A,COUNTRY CLUB BLVD,1512,N/A,01,N/A,ON,3.4,4,86,Broward,4,585057.916000001,2911163.9326
9462,93100000,C,02,N/A,N/A,N/A,AT FIRE STATION 74,N/A,N/A,N/A,N/A,ON,11.9,4,93,Palm Beach,4,527761.399100002,2950279.6722
9463,93310000,C,02,N/A,N/A,N/A,AT COCONUT BLVD EXT,N/A,N/A,N/A,N/A,ON,10.088,4,93,Palm Beach,4,575184.9557,2972308.9284
9464,75003000,C,02,11-APR-2006,SR 436(SEMORAN BV),ORANGE COUNTY,BALDWIN PARK ST,75044,N/A,03,02,ON,8.57,5,75,Orange,5,469618.5781,3160967.2927
9465,75050000,C,02,25-NOV-1985,SR 50(COLONIAL DR),ORLANDO,TAMPA AV,75264,N/A,01,N/A,ON,15.368,5,75,Orange,5,460323.083100001,3158509.4892
9466,87270160,C,N/A,N/A,N/A,MIAMI-DADE,SW 7 ST,3381,02,01,N/A,ON,0,6,87,Miami-Dade,6,580142.618200001,2850142.5259
9467,14090000,C,02,22-FEB-1991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,8.268,7,14,Pasco,7,365946.7674,3124302.1889
9468,58040000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,N/A,0,3,58,Santa Rosa,3,-64228.9142000005,3377955.9997
9469,86050000,C,03,N/A,N/A,N/A,NE 37TH TER./CVS,N/A,N/A,N/A,N/A,ON,5.836,4,86,Broward,4,589981.4657,2895270.0956
9470,13030000,C,02,N/A,SR 45 / US 41,MANATEE,49TH ST/EXPERIMENTAL,432,N/A,03,02,ON,2.878,1,13,Manatee,1,346210.137400001,3049208.2577
9471,57040000,C,02,N/A,N/A,CITY OF NICEVILLE,PARTIN DRIVE,002,N/A,01,N/A,ON,13.681,3,57,Okaloosa,3,-26255.6909999996,3389145.6539
9472,87080900,C,02,N/A,N/A,MIAMI-DADE,NW 22 AVE,2498,N/A,01,N/A,ON,36.949,6,87,Miami-Dade,6,576763.2436,2858876.8785
9473,86020000,C,02,01-AUG-1975,N/A,N/A,HOLY CROSS HOSPITAL,1108,N/A,01,N/A,ON,5.429,4,86,Broward,4,588194.6886,2896534.0487
9474,72170000,C,02,18-JAN-1985,N/A,JACKSONVILLE,SR 111/CASSAT AVE,N/A,N/A,01,N/A,ON,6.271,2,72,Duval,2,429818.786900001,3349646.3643
9475,86130000,C,02,20-MAR-1984,N/A,N/A,HIBISCUS AVE/RIVERSD,1389,N/A,03,02,OFF,7.784,4,86,Broward,4,590665.772800002,2901672.7161
9476,17008000,C,02,25-NOV-1990,SR 758/BEE RIDGE RD,SARASOTA,CENTER GATE/WOODMONT,846,N/A,01,N/A,ON,4.445,1,17,Sarasota,1,355724.1046,3020362.2932
9477,86170000,C,02,13-FEB-1983,N/A,N/A,NE 38 ST,1154,N/A,01,N/A,ON,2.837,4,86,Broward,4,586764.8359,2895248.4745
9478,15009000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.312,7,15,Pinellas,7,333483.2224,3103771.3036
9479,79010000,C,02,25-NOV-1985,SR5(US1-RIDGEWOOD),VOLUSIA COUNTY,CR 4050(ORANGE AV),79033,N/A,03,02,ON,32.413,5,79,Volusia,5,497981.3728,3230935.131
9480,87120000,C,02,N/A,N/A,MIAMI-DADE,SW 92 AVE,5164,N/A,01,N/A,ON,8.549,6,87,Miami-Dade,6,565767.328900002,2849459.4674
9481,15100000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.792,7,15,Pinellas,7,327943.4738,3068877.0049
9482,26010000,C,N/A,22-SEP-1988,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,13.125,2,26,Alachua,2,370352.7656,3279244.4148
9483,10020000,C,02,11-JUN-1987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,6.365,7,10,Hillsborough,7,356553.4543,3102496.547
9484,53020000,C,01,N/A,N/A,TOWN OF SNEADS,RIVER ROAD,001,N/A,03,N/A,ON,18.861,3,53,Jackson,3,123314.9576,3404012.1759
9485,10310000,C,02,19-MAR-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.267,7,10,Hillsborough,7,352483.5959,3102127.5496
9486,72100000,C,02,16-JUL-1979,N/A,JACKSONVILLE,LEON RD,N/A,N/A,01,N/A,ON,7.052,2,72,Duval,2,448259.8657,3354690.4576
9487,72160000,C,02,15-AUG-1986,N/A,JACKSONVILLE,HARTLEY RD,N/A,N/A,01,N/A,ON,3.633,2,72,Duval,2,439526.8942,3339518.072
9488,16020000,C,02,N/A,SR 600/AUBURNDALE HW,POLK,REYNOLDS RD,591,N/A,03,02,ON,4.25,1,16,Polk,1,412371.9667,3102813.6263
9489,93120000,C,02,10-APR-2008,N/A,N/A,SELFSTORAGE/103RD AV,30765,N/A,01,N/A,ON,11.05,4,93,Palm Beach,4,578276.4181,2951304.0211
9490,93090000,C,N/A,N/A,N/A,N/A,US 1/FEDERAL HWY,17460,02,03,02,OFF,11.702,4,93,Palm Beach,4,590812.902400001,2981475.3432
9491,72291000,C,02,16-JAN-1979,N/A,JACKSONVILLE,I-95 NB OFF RAMP,N/A,N/A,03,N/A,ON,10.568,2,72,Duval,2,435933.703900001,3362463.5531
