FID,ROADWAY,ACCESS_CLA,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Length
2048,15150000,05,7,15,Pinellas,7,0.867,9.23,13458.8379,13458.8378780828
2049,46060001,05,3,46,Bay,3,0,1.238,1988.8927,1988.89270018672
2050,73050000,04,5,73,Flagler,5,0,15.327,24683.6934,24683.6934497669
2051,72050443,06,2,72,Duval,2,0,0.48,773.0466,773.046635304794
2052,38020000,05,2,38,Taylor,2,0,1.988,3199.8451,3199.84507432621
2053,14570000,05,7,14,Pasco,7,10.444,11.345,1452.9591,1452.95912533678
2054,37120000,01,2,37,Suwannee,2,0,25.508,41052.4823,41052.4823396029
2055,50040000,03,3,50,Gadsden,3,1.665,6.404,7638.56,7638.56000640025
2056,86003000,06,4,86,Broward,4,0.533,0.902,597.2364,597.23642445504
2057,72050000,07,2,72,Duval,2,6.787,6.833,74.1623,74.1623099647074
2058,14091000,03,7,14,Pasco,7,0,7.493,12058.877,12058.8769806099
2059,36220000,05,5,36,Marion,5,8.463,8.76,478.1058,478.105821427039
2060,51020000,04,3,51,Gulf,3,25.47,30.422,7979.3302,7979.33018532847
2061,92010000,07,5,92,Osceola,5,11.726,11.764,61.2883,61.2883247622325
2062,94010000,03,4,94,St. Lucie,4,17.086,21.377,6905.6774,6905.67741255357
2063,86070901,01,4,86,Broward,4,0,7.989,12867.1852,12867.1851548283
2064,36180001,03,5,36,Marion,5,0,1.674,2701.8427,2701.84273864448
2065,11130000,04,5,11,Lake,5,12.337,12.816,770.7599,770.759917243503
2066,15061000,05,7,15,Pinellas,7,0,2.693,4328.9672,4328.96722620203
2067,11100000,04,5,11,Lake,5,4.906,12.733,12595.9246,12595.9246409027
2068,73020000,06,5,73,Flagler,5,7.018,8.191,1885.3434,1885.34338140256
2069,72080000,05,2,72,Duval,2,3.36,4.957,2573.3966,2573.39659774658
2070,36010000,03,5,36,Marion,5,16.418,22.934,10470.4522,10470.4521965285
2071,14572000,05,7,14,Pasco,7,0,1.774,2850.2546,2850.25459884286
2072,46040000,03,3,46,Bay,3,21.247,27.357,9852.9054,9852.90537920052
2073,92030000,03,5,92,Osceola,5,0.76,7.211,10386.6309,10386.6309349267
2074,15070000,03,7,15,Pinellas,7,4.111,7.37,5246.5452,5246.54521030024
2075,11110000,03,5,11,Lake,5,3.17,24.078,33634.1634,33634.1633734234
2076,74030000,05,2,74,Nassau,2,14.165,15.178,1630.0948,1630.09476565383
2077,72070000,05,2,72,Duval,2,5.676,17.044,18293.9843,18293.9843260621
2078,38030000,04,2,38,Taylor,2,0.7,14.697,22538.0192,22538.0191853466
2079,15010101,07,7,15,Pinellas,7,0,1.216,1960.4515,1960.45145267139
2080,46050000,03,3,46,Bay,3,0,23.458,37786.4165,37786.416487408
2081,50030000,06,3,50,Gadsden,3,0,0.868,1396.8024,1396.80240257376
2082,86003000,05,4,86,Broward,4,0,0.533,862.7153,862.715253977442
2083,72050000,01,2,72,Duval,2,2.665,2.673,12.9002,12.900191734193
2084,14050000,05,7,14,Pasco,7,5.834,7.362,2458.3402,2458.34021756005
2085,39020000,06,2,39,Union,2,8.605,10.24,2630.0321,2630.0320811313
2086,50010000,04,3,50,Gadsden,3,0,0.397,639.4331,639.433074908702
2087,11210000,03,5,11,Lake,5,0.29,1.301,1643.0786,1643.07855962986
2088,74110000,04,2,74,Nassau,2,0,0.747,1207.741,1207.74101208043
2089,86060000,02,4,86,Broward,4,0,12.493,20105.4241,20105.4241031595
2090,36220000,05,5,36,Marion,5,0,2.017,3246.8654,3246.86542686349
2091,15030000,03,7,15,Pinellas,7,3.547,6.814,5258.1108,5258.11078359723
2092,11070000,05,5,11,Lake,5,11.447,13.484,3286.8607,3286.86071431363
2093,73030000,04,5,73,Flagler,5,17.45,18.595,1842.1571,1842.15713106637
2094,72080000,06,2,72,Duval,2,0,3.36,5414.2223,5414.22227556463
2095,38070000,06,2,38,Taylor,2,0.346,2.05,2745.8779,2745.87787755144
2096,14040000,03,7,14,Pasco,7,0,1.011,1605.2626,1605.26264672688
2097,46010000,07,3,46,Bay,3,9.178,10.408,1984.1393,1984.13929362787
2098,46140000,05,3,46,Bay,3,2.021,7.053,8109.4178,8109.41776257403
2099,72050000,03,2,72,Duval,2,13.023,15.649,4234.842,4234.8420067349
2100,94009000,04,4,94,St. Lucie,4,0,2.525,4063.3837,4063.38371834289
2101,11010000,05,5,11,Lake,5,6.035,6.178,230.2078,230.207802433696
2102,39010000,04,2,39,Union,2,0,3.533,5685.1583,5685.15831446361
2103,51010000,06,3,51,Gulf,3,0.669,3.304,4256.5711,4256.57113417556
2104,92030000,07,5,92,Osceola,5,0,0.76,1223.6911,1223.69105632556
2105,49010001,06,3,49,Franklin,3,0,0.052,83.5743,83.5742699905628
2106,73020000,06,5,73,Flagler,5,0,0.704,1131.5488,1131.5488053162
2107,72040331,06,2,72,Duval,2,0,2.051,3314.6409,3314.64090426849
2108,14080000,03,7,14,Pasco,7,0,1.826,2954.6274,2954.62738931907
2109,86090000,05,4,86,Broward,4,1.839,9.72,12677.1139,12677.1138608555
2110,39020000,04,2,39,Union,2,17.528,23.41,9461.431,9461.43103566556
2111,51001000,04,3,51,Gulf,3,0,8.716,14026.8311,14026.8311104685
2112,11470000,01,5,11,Lake,8,0,23.876,38281.3936,38281.3936360574
2113,15080000,03,7,15,Pinellas,7,0,1.006,1620.2306,1620.23062395536
2114,74040000,03,2,74,Nassau,2,27.283,30.044,4444.6464,4444.64642337055
2115,86040005,06,4,86,Broward,4,0,0.289,472.4591,472.459113375674
2116,36100000,03,5,36,Marion,5,0,15.113,24336.2055,24336.205481674
2117,15030000,03,7,15,Pinellas,7,7.867,10.666,4504.8308,4504.83081250958
2118,11070000,03,5,11,Lake,5,6.764,11.447,7556.4563,7556.45630192353
2119,46080000,04,3,46,Bay,3,3.565,13.681,16315.0497,16315.0496679041
2120,74040000,99,2,74,Nassau,2,18.403,27.283,14294.9126,14294.9125729455
2121,72050443,06,2,72,Duval,2,0.48,0.939,738.5325,738.532474520141
2122,36004000,03,5,36,Marion,5,3.55,7.213,5903.9618,5903.96179680363
2123,14010000,03,7,14,Pasco,7,0.012,19.811,31856.0666,31856.0666006524
2124,46040000,04,3,46,Bay,3,27.357,28.407,1693.2493,1693.24933966103
2125,51010000,04,3,51,Gulf,3,3.304,5.295,3216.288,3216.28796433122
2126,72050000,06,2,72,Duval,2,10.081,11.101,1644.9773,1644.97733675248
2127,74060000,03,2,74,Nassau,2,0.255,8.176,12727.3715,12727.3715030933
2128,11010000,03,5,11,Lake,5,0,2.365,3807.3934,3807.39336660165
2129,37040000,06,2,37,Suwannee,2,0,0.646,1039.2915,1039.29149250749
2130,15090101,07,7,15,Pinellas,7,0,0.812,1313.925,1313.92497809827
2131,72031000,01,2,72,Duval,2,0,2.77,4456.5381,4456.53811508113
2132,15070000,05,7,15,Pinellas,7,0.574,0.602,45.0062,45.0061679361646
2133,73040000,03,5,73,Flagler,5,0,17.684,28445.0101,28445.010133354
2134,86050000,07,4,86,Broward,4,15.166,16.327,1869.0803,1869.08030383232
2135,36060000,03,5,36,Marion,5,1.647,11.928,16539.2938,16539.2937653553
2136,15020000,07,7,15,Pinellas,7,1.126,1.34,344.2324,344.232364438142
2137,46010000,07,3,46,Bay,3,7.856,9.178,2132.4273,2132.42732559786
2138,50010000,04,3,50,Gadsden,3,1.48,16.53,24241.781,24241.7809914903
2139,86010000,06,4,86,Broward,4,0.768,5.948,8322.8103,8322.810334181
2140,74040000,99,2,74,Nassau,2,1.967,14.74,20561.7967,20561.7967271869
2141,86050000,05,4,86,Broward,4,4.316,6.657,3768.7848,3768.78479653828
2142,36030000,04,5,36,Marion,5,19.515,20.113,961.6837,961.68373688183
2143,15010000,07,7,15,Pinellas,7,0,4.984,8019.6476,8019.64762797142
2144,11040000,03,5,11,Lake,5,0,2.227,3591.9542,3591.95417307483
2145,50080000,04,3,50,Gadsden,3,0,14.172,22811.2453,22811.2453325185
2146,86014000,03,4,86,Broward,4,0,6.248,10052.5445,10052.5444618597
2147,86080500,04,4,86,Broward,4,0,12.46,20051.7193,20051.7192776887
2148,36001000,03,5,36,Marion,5,8.924,14.221,8536.3434,8536.34343156999
2149,94060000,04,4,94,St. Lucie,4,0,7.728,12437.1616,12437.1615549018
2150,37040000,06,2,37,Suwannee,2,23.723,25.427,2741.4941,2741.49405179732
2151,50010000,06,3,50,Gadsden,3,18.585,20.763,3508.2908,3508.29075788368
2152,72050000,05,2,72,Duval,2,11.101,13.023,3099.5552,3099.55519551257
2153,94010000,05,4,94,St. Lucie,4,14.658,17.086,3907.3936,3907.3936247002
2154,86018000,05,4,86,Broward,4,0,5.014,8054.7796,8054.77957008331
2155,36110000,05,5,36,Marion,5,26.311,26.661,563.6626,563.662580630727
2156,72030117,06,2,72,Duval,2,0,0.161,256.6275,256.627473098324
2157,49010000,06,3,49,Franklin,3,6.253,8.047,2888.0421,2888.04207570295
2158,11130000,04,5,11,Lake,5,3.118,7.108,6420.3492,6420.34924913827
2159,74030000,03,2,74,Nassau,2,5.734,14.165,13567.7428,13567.7428184837
2160,12000040,07,1,12,Lee,1,1.1,1.13,48.2287,48.2287452174765
2161,38020000,02,2,38,Taylor,2,1.988,17.387,24785.592,24785.5920358199
2162,15010302,07,7,15,Pinellas,7,0,0.203,319.4648,319.464834432127
2163,37080000,06,2,37,Suwannee,2,0,0.352,566.3349,566.334901446524
2164,46090000,06,3,46,Bay,3,0.02,0.483,747.4009,747.400857180386
2165,72040440,01,2,72,Duval,2,0,0.304,491.0496,491.049590795273
2166,14050000,03,7,14,Pasco,7,7.362,13.476,9836.3089,9836.30886644127
2167,37010000,06,2,37,Suwannee,2,12.017,13.346,2139.2014,2139.20139009571
2168,51020000,05,3,51,Gulf,3,0,0.97,1562.9764,1562.9764245958
2169,72031100,07,2,72,Duval,2,0,1.41,2269.0326,2269.03264802041
2170,72070443,06,2,72,Duval,2,0.105,1.33,1977.8492,1977.8492302244
2171,38070000,06,2,38,Taylor,2,0,0.346,557.5771,557.577101235146
2172,14050000,03,7,14,Pasco,7,16.258,22.212,9578.9883,9578.98826973004
2173,39070000,04,2,39,Union,2,0,0.892,1436.0725,1436.07250107032
2174,49580000,04,3,49,Franklin,3,0,0.227,365.8298,365.829815832228
2175,72040116,07,2,72,Duval,2,0,0.354,568.5595,568.55946208602
2176,74060000,05,2,74,Nassau,2,8.176,10.068,3040.1081,3040.10813702474
2177,86030000,06,4,86,Broward,4,4.089,5.368,2063.7692,2063.76917666679
2178,36070000,03,5,36,Marion,5,0,17.775,28625.4203,28625.4202714775
2179,11010047,05,5,11,Lake,5,1.581,2.463,1421.6483,1421.6482714736
2180,49010000,04,3,49,Franklin,3,0,6.253,10066.4296,10066.4296067357
2181,11060000,04,5,11,Lake,5,14.15,14.982,1340.9172,1340.91722192806
2182,74030000,05,2,74,Nassau,2,3.919,4.347,688.7659,688.765927579771
2183,86080550,04,4,86,Broward,4,0,12.387,19940.053,19940.0530357893
2184,38010000,02,2,38,Taylor,2,0,24.91,40107.0201,40107.0201123808
2185,15007000,07,7,15,Pinellas,7,0,3.785,6090.7157,6090.71572077292
2186,37050000,04,2,37,Suwannee,2,0,1.046,1683.2618,1683.26184467679
2187,50020000,03,3,50,Gadsden,3,11.131,15.944,7748.2066,7748.20658272087
2188,86014000,05,4,86,Broward,4,6.248,9.893,5864.4809,5864.48091598646
2189,72040000,06,2,72,Duval,2,15.651,15.968,509.7783,509.778345817646
2190,14090000,03,7,14,Pasco,7,0,3.631,5842.4002,5842.4001807947
2191,39020000,04,2,39,Union,2,10.24,16.417,9936.0179,9936.01788431523
2192,50010000,06,3,50,Gadsden,3,0.397,1.48,1744.5607,1744.56067525798
2193,72030000,03,2,72,Duval,2,0,3.552,5715.7594,5715.75935595095
2194,94050000,06,4,94,St. Lucie,4,13.989,17.957,6392.8487,6392.84868372676
2195,86040000,06,4,86,Broward,4,18.394,19.956,2512.4126,2512.41263477332
2196,36180000,03,5,36,Marion,5,13.018,14.003,1588.1341,1588.13411442349
2197,15040000,05,7,15,Pinellas,7,4.425,6.37,3130.6277,3130.62774906612
2198,11040000,06,5,11,Lake,5,4.056,5.884,2948.4769,2948.47693081587
2199,74040000,03,2,74,Nassau,2,1.213,1.967,1213.8745,1213.87451158859
2200,72080000,03,2,72,Duval,2,4.957,15.154,16431.2807,16431.2807467806
2201,38030000,06,2,38,Taylor,2,0,0.7,1127.1782,1127.17815377156
2202,74060000,06,2,74,Nassau,2,10.068,13.038,4772.1152,4772.11515025014
2203,86090000,03,4,86,Broward,4,0,1.839,2958.1811,2958.18111363387
2204,36030000,03,5,36,Marion,5,20.113,22.764,4263.3055,4263.30553942438
2205,11170000,04,5,11,Lake,5,0,12.465,20056.3274,20056.3274494431
2206,15120000,05,7,15,Pinellas,7,2.25,11.503,14877.5961,14877.5960760077
2207,11020002,04,5,11,Lake,5,0,0.764,1232.8421,1232.84212797824
2208,73020000,03,5,73,Flagler,5,0.704,7.018,10148.3988,10148.398821085
2209,72080101,06,2,72,Duval,2,0,1.024,1640.8945,1640.89450633969
2210,86065000,05,4,86,Broward,4,0,13.295,21395.5577,21395.5576666221
2211,87000172,07,6,87,Miami-Dade,6,0,0.273,438.2774,438.277414777462
2212,46010001,07,3,46,Bay,3,0,0.44,685.2376,685.237629770028
2213,73010000,03,5,73,Flagler,5,10.864,23.673,20614.456,20614.4560385344
2214,72040101,01,2,72,Duval,2,0,0.403,649.3788,649.378814674041
2215,94070007,07,4,94,St. Lucie,4,0.009,0.405,651.8238,651.823818403404
2216,11002000,06,5,11,Lake,5,1.046,3.193,3449.6433,3449.643291032
2217,46002000,06,3,46,Bay,3,1.001,1.59,942.512,942.51204312633
2218,49030000,04,3,49,Franklin,3,0,5.536,8903.1324,8903.1323887419
2219,11240001,04,5,11,Lake,5,0,0.27,421.0718,421.071831616034
2220,15061000,07,7,15,Pinellas,7,2.693,3.446,1210.4776,1210.4775529919
2221,74020000,04,2,74,Nassau,2,4.369,13.375,14495.7256,14495.7256188394
2222,86050100,07,4,86,Broward,4,0,0.926,1435.7062,1435.7061799927
2223,36080000,05,5,36,Marion,5,2.255,5.695,5527.1501,5527.15014369825
2224,15002000,01,7,15,Pinellas,7,0,1.22,1963.443,1963.44299915552
2225,11090000,05,5,11,Lake,5,30.136,32.049,3075.8275,3075.82750503548
2226,72002027,01,2,72,Duval,2,0,4.881,7855.2708,7855.27083717246
2227,86016000,05,4,86,Broward,4,2.656,6.726,6550.3707,6550.37067926051
2228,86070000,01,4,86,Broward,4,0,25.334,40748.6201,40748.6200761687
2229,94470000,01,4,94,St. Lucie,8,0,34.959,56265.0677,56265.0677206035
2230,46010000,03,3,46,Bay,3,0,1.106,1784.0393,1784.03929347284
2231,49580000,04,3,49,Franklin,3,4.823,5.439,993.5853,993.585324781341
2232,72040000,01,2,72,Duval,2,12.797,15.651,4589.983,4589.98297718754
2233,94050000,04,4,94,St. Lucie,4,2.428,13.989,18625.8334,18625.8333724027
2234,14110000,03,7,14,Pasco,7,0,3.448,5548.8845,5548.8845458391
2235,46040000,06,3,46,Bay,3,20.13,21.247,1801.2734,1801.27343873099
2236,46130000,06,3,46,Bay,3,0,3.03,4885.4681,4885.46806327108
2237,72040018,07,2,72,Duval,2,0,0.88,1409.9438,1409.94383616749
2238,74070001,04,2,74,Nassau,2,0,0.036,57.4335,57.4334882772165
2239,86095000,01,4,86,Broward,4,0,12.86,20628.3336,20628.3335860294
2240,37040000,03,2,37,Suwannee,2,25.427,27.529,3381.6849,3381.68494105245
2241,49040000,04,3,49,Franklin,3,0.68,21.576,33653.6923,33653.6922762056
2242,11170001,04,5,11,Lake,5,0,0.053,85.5963,85.5963100869683
2243,49010000,06,3,49,Franklin,3,8.879,15.861,11239.9225,11239.9225445982
2244,46070000,03,3,46,Bay,3,0,3.274,5268.8977,5268.89767837215
2245,74030000,05,2,74,Nassau,2,15.615,16.007,630.7745,630.774454845671
2246,86050000,06,4,86,Broward,4,3.349,4.316,1556.6872,1556.68722309989
2247,36180000,03,5,36,Marion,5,14.29,15.556,2041.1134,2041.11341057928
2248,14570000,05,7,14,Pasco,7,0,3.109,5013.7604,5013.76041588234
2249,46020003,05,3,46,Bay,3,4.649,9.813,8301.6892,8301.68915343196
2250,50070000,04,3,50,Gadsden,3,0,10.587,17051.182,17051.1820015203
2251,46090000,03,3,46,Bay,3,0.568,14.348,22244.4079,22244.4078791632
2252,86080000,03,4,86,Broward,4,16.171,18.189,3249.9016,3249.90164484853
2253,36001000,03,5,36,Marion,5,0,8.419,13562.2376,13562.237612166
2254,14050000,07,7,14,Pasco,7,13.476,13.55,119.1544,119.15444057345
2255,37010000,04,2,37,Suwannee,2,0,12.017,19342.6542,19342.6541915456
2256,15200001,03,7,15,Pinellas,7,0,3.721,5994.2509,5994.25087050796
2257,72050000,07,2,72,Duval,2,3.064,6.787,6003.8679,6003.86790046457
2258,94004000,04,4,94,St. Lucie,4,2.574,3.584,1626.1437,1626.1437037493
2259,86039000,03,4,86,Broward,4,0,2.482,3986.4946,3986.49456134429
2260,36080000,03,5,36,Marion,5,5.695,32.206,42595.1613,42595.1613389301
2261,72027000,06,2,72,Duval,2,0,0.728,1159.4889,1159.4888767847
2262,15170001,01,7,15,Pinellas,7,0,4.143,6667.9741,6667.97413927635
2263,11050000,07,5,11,Lake,5,11.178,14.191,4847.6785,4847.67849130472
2264,74030000,03,2,74,Nassau,2,16.007,22.502,10452.1913,10452.1913130275
2265,72090000,01,2,72,Duval,2,4.889,11.216,10177.7584,10177.7584455752
2266,38010000,05,2,38,Taylor,2,24.91,27.458,4102.6118,4102.61179202052
2267,11010000,03,5,11,Lake,5,20.071,23.29,5182.2681,5182.26808189429
2268,39050000,04,2,39,Union,2,0,13.35,21468.2525,21468.2525132221
2269,72030438,01,2,72,Duval,2,0,0.338,536.9898,536.989846138945
2270,15150000,03,7,15,Pinellas,7,9.23,33.146,38488.7446,38488.7446107706
2271,73030000,06,5,73,Flagler,5,3.629,4.449,1319.2706,1319.27057545526
2272,86028000,05,4,86,Broward,4,7.93,9.491,2514.2816,2514.28161474791
2273,36110000,03,5,36,Marion,5,6.6,21.975,24758.0428,24758.0428137328
2274,14130000,03,7,14,Pasco,7,0,1.602,2527.8731,2527.87309124654
2275,37060000,04,2,37,Suwannee,2,0,16.62,26746.6877,26746.6877450664
2276,50040000,06,3,50,Gadsden,3,0,1.665,2683.7725,2683.77253575557
2277,86006000,03,4,86,Broward,4,0,3.14,5048.2688,5048.26884697701
2278,72040345,03,2,72,Duval,2,0,0.677,1107.985,1107.98496791315
2279,14120000,03,7,14,Pasco,7,24.584,32.203,12260.3459,12260.3459449562
2280,39020000,06,2,39,Union,2,16.417,17.528,1787.1147,1787.11465370591
2281,15200000,03,7,15,Pinellas,7,5.144,9.96,7740.993,7740.99297324423
2282,92030000,05,5,92,Osceola,5,7.211,11.277,6546.5093,6546.50927777601
2283,94010000,06,4,94,St. Lucie,4,11.76,14.658,4663.8396,4663.83960479034
2284,86040215,06,4,86,Broward,4,0,0.277,445.3606,445.360560922498
2285,36220000,03,5,36,Marion,5,2.017,8.463,10376.6985,10376.6985180337
2286,11010047,05,5,11,Lake,5,0.091,1.581,2401.6589,2401.65891820467
2287,15040000,03,7,15,Pinellas,7,6.37,9.443,4945.9819,4945.98187493352
2288,11130000,04,5,11,Lake,5,0.603,3.118,4046.8956,4046.89563962262
2289,74020000,05,2,74,Nassau,2,3.888,4.369,774.0582,774.058243752416
2290,86080000,05,4,86,Broward,4,18.189,19.776,2555.8926,2555.89262104044
2291,36010000,05,5,36,Marion,5,14.711,16.418,2742.9672,2742.96715120028
2292,15009000,05,7,15,Pinellas,7,0,5.312,8549.5017,8549.50168446421
2293,46050000,04,3,46,Bay,3,23.458,25.871,3886.963,3886.96303065173
2294,50020000,04,3,50,Gadsden,3,1.538,10.339,14168.3079,14168.3078544749
2295,86010001,03,4,86,Broward,4,0,2.547,4075.911,4075.91103714441
2296,72040115,07,2,72,Duval,2,0,0.272,455.0001,455.000109751081
2297,14120000,03,7,14,Pasco,7,6.162,24.584,29644.6609,29644.6608590902
2298,11010000,05,5,11,Lake,5,6.178,6.24,99.8058,99.8058497691544
2299,39020000,06,2,39,Union,2,0.351,1.67,2121.7684,2121.76840727602
2300,15030000,07,7,15,Pinellas,7,0,3.547,5708.6409,5708.64094471965
2301,46060000,05,3,46,Bay,3,7.731,9.746,3250.14,3250.14001860614
2302,94001000,01,4,94,St. Lucie,4,0,27.259,43843.9853,43843.9852542889
2303,72002000,01,2,72,Duval,2,0,25.532,41009.7642,41009.7641506116
2304,72050000,06,2,72,Duval,2,7.428,7.699,437.0255,437.025507880815
2305,94100000,07,4,94,St. Lucie,4,0,0.557,897.9384,897.938388187353
2306,39010000,04,2,39,Union,2,5.338,14.012,13957.9353,13957.9352972405
2307,51010000,04,3,51,Gulf,3,8.744,11.633,4667.012,4667.01203256465
2308,72030000,01,2,72,Duval,2,9.434,10.276,1354.95,1354.95003094227
2309,94005000,05,4,94,St. Lucie,4,3.81,6.168,3794.0333,3794.03331886648
2310,86070902,01,4,86,Broward,4,17.416,25.412,12867.5654,12867.5653617355
2311,36040000,03,5,36,Marion,5,14.143,16.652,4051.2188,4051.2187738078
2312,11130000,04,5,11,Lake,5,10.737,11.352,989.5436,989.543625134794
2313,15090000,07,7,15,Pinellas,7,0,6.857,11013.8792,11013.8791738126
2314,11100000,03,5,11,Lake,5,0,4.906,7895.1719,7895.17189640883
2315,73030000,04,5,73,Flagler,5,0,3.629,5838.565,5838.56497336032
2316,72060000,04,2,72,Duval,2,4.326,10.431,9817.3163,9817.31633841715
2317,36009000,03,5,36,Marion,5,0,10.843,17433.9637,17433.963740706
2318,14120000,05,7,14,Pasco,7,0,6.162,9915.8359,9915.8358788449
2319,37060000,06,2,37,Suwannee,2,16.62,17.994,2211.2272,2211.22724088665
2320,46090000,06,3,46,Bay,3,0.483,0.568,137.2294,137.229402135976
2321,72050442,01,2,72,Duval,2,0,0.377,607.7847,607.784679035983
2322,94030000,05,4,94,St. Lucie,4,20.466,25.225,7640.193,7640.1929741648
2323,92060000,04,5,92,Osceola,5,0,38.033,61267.0889,61267.0888564724
2324,36518000,03,5,36,Marion,5,0,8.46,13618.9999,13618.9998778692
2325,51502000,04,3,51,Gulf,3,5.803,12.464,10736.9651,10736.9651467024
2326,92030000,03,5,92,Osceola,5,15.552,38.145,36376.5228,36376.5227571795
2327,15070001,05,7,15,Pinellas,7,0,0.479,775.5966,775.59662076067
2328,74040000,03,2,74,Nassau,2,16.053,18.403,3782.9364,3782.9364368278
2329,86040000,06,4,86,Broward,4,13.99,16.019,3263.5887,3263.5887486014
2330,36050000,03,5,36,Marion,5,0,6.866,11061.8236,11061.8235619749
2331,14140000,01,7,14,Pasco,7,0,20.352,32789.5255,32789.5254642892
2332,51030000,04,3,51,Gulf,3,0,11.199,18049.929,18049.9289595391
2333,92010000,03,5,92,Osceola,5,0,0.536,862.8957,862.895659197291
2334,15110000,07,7,15,Pinellas,7,0,1.775,2861.95,2861.95002491297
2335,46080000,06,3,46,Bay,3,0,3.565,5749.6877,5749.68774432237
2336,94006000,06,4,94,St. Lucie,4,0,0.569,938.2658,938.265807496076
2337,86018000,06,4,86,Broward,4,5.014,6.547,2462.7154,2462.71537023214
2338,36100000,06,5,36,Marion,5,15.113,17.921,4521.5893,4521.5893494245
2339,15010303,07,7,15,Pinellas,7,0,0.323,521.4378,521.437801152139
2340,11020000,04,5,11,Lake,5,0,14.558,23417.6467,23417.6467155911
2341,74040000,03,2,74,Nassau,2,15.294,15.372,125.6015,125.601469450925
2342,72070004,07,2,72,Duval,2,0,0.231,373.5394,373.539423475783
2343,38040000,04,2,38,Taylor,2,2.329,3.21,1418.5391,1418.53907466214
2344,14030020,05,7,14,Pasco,7,0,0.859,1384.821,1384.82101805188
2345,46010000,06,3,46,Bay,3,10.649,12.37,2776.0985,2776.09847895797
2346,50140000,06,3,50,Gadsden,3,0,0.881,1417.6065,1417.60649783407
2347,86012000,03,4,86,Broward,4,0,2.152,3455.646,3455.64595051619
2348,72040338,06,2,72,Duval,2,0,1.57,2527.8978,2527.89777860126
2349,74130001,04,2,74,Nassau,2,0,1.127,1818.9113,1818.91133282778
2350,92070000,03,5,92,Osceola,5,0.113,21.82,34923.988,34923.9879551331
2351,92473000,01,5,92,Osceola,8,0,4.528,7290.9683,7290.96833990476
2352,15120000,03,7,15,Pinellas,7,11.503,12.913,2267.1212,2267.12119339347
2353,11240002,04,5,11,Lake,5,0,0.038,61.5206,61.520637203967
2354,15100000,07,7,15,Pinellas,7,0.111,9.354,14886.5761,14886.5761088164
2355,46070000,03,3,46,Bay,3,4.44,12.339,12712.0053,12712.0052941844
2356,74030000,06,2,74,Nassau,2,4.347,5.079,1177.9168,1177.91678451517
2357,86050000,07,4,86,Broward,4,2.039,2.644,973.9943,973.994336922604
2358,36060000,05,5,36,Marion,5,0,1.647,2649.5858,2649.5858314429
2359,14150000,03,7,14,Pasco,7,0,2.241,3562.8995,3562.89945185466
2360,37080000,04,2,37,Suwannee,2,0.352,10.7,16649.4251,16649.4251495937
2361,50020000,06,3,50,Gadsden,3,10.339,11.131,1275.0611,1275.06112766238
2362,86010000,05,4,86,Broward,4,8.286,10.33,3284.087,3284.08695586159
2363,72050444,06,2,72,Duval,2,0,0.065,114.9277,114.92772094551
2364,38090000,04,2,38,Taylor,2,0,24.073,38772.1524,38772.1523882869
2365,14050000,03,7,14,Pasco,7,0,3.735,6008.981,6008.9809503329
2366,39050000,06,2,39,Union,2,13.35,13.986,1022.8046,1022.8046463773
2367,50001000,01,3,50,Gadsden,3,0,33.508,53961.1955,53961.1954717039
2368,11070000,04,5,11,Lake,5,0,4.293,6927.0362,6927.03619102082
2369,74170000,01,2,74,Nassau,2,0,0.719,1154.3439,1154.34385783488
2370,86015000,05,4,86,Broward,4,3.807,6.12,3722.4357,3722.43569220166
2371,86016000,03,4,86,Broward,4,0,2.656,4274.6726,4274.67262294881
2372,36002000,03,5,36,Marion,5,0,4.727,7601.1934,7601.19335063392
2373,14050000,07,7,14,Pasco,7,14.61,14.797,300.82,300.820032696706
2374,46020000,06,3,46,Bay,3,0.742,12.071,18277.4401,18277.4400976475
2375,49060000,04,3,49,Franklin,3,0,24.266,39102.3861,39102.3860624346
2376,72050000,06,2,72,Duval,2,6.833,7.428,959.5829,959.582887325533
2377,74050015,04,2,74,Nassau,2,0,0.755,1210.659,1210.65899881974
2378,86030000,05,4,86,Broward,4,5.368,7.449,3359.0383,3359.03826095196
2379,92130000,01,5,92,Osceola,5,0,7.885,12685.7837,12685.783740214
2380,72030116,06,2,72,Duval,2,0,0.315,518.1283,518.128320548473
2381,15090001,03,7,15,Pinellas,7,0,0.218,350.5304,350.530414079345
2382,46060000,06,3,46,Bay,3,0,2.206,3558.3547,3558.35466085424
2383,73030000,04,5,73,Flagler,5,4.449,16.545,19460.7594,19460.7594457543
2384,72070443,05,2,72,Duval,2,1.33,1.559,370.0336,370.033574444809
2385,92090000,07,5,92,Osceola,5,12.867,15.386,4053.9964,4053.99643908922
2386,15003000,01,7,15,Pinellas,7,0,1.372,2205.6109,2205.61093423307
2387,46010000,06,3,46,Bay,3,13.694,15.769,3347.0866,3347.08655394435
2388,46140000,06,3,46,Bay,3,1.198,2.021,1326.3839,1326.3838924755
2389,72050000,06,2,72,Duval,2,7.699,7.986,462.8258,462.825835053263
2390,14090000,03,7,14,Pasco,7,9.312,18.313,14483.0345,14483.0344708474
2391,37010000,04,2,37,Suwannee,2,13.346,26.152,20612.6046,20612.6046485172
